1101 Eucaliptos Norte - SoilR40 A 10 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 20 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 30 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 40 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 50 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 60 cm #1101[%],
2020-08-01 23:12:24.0,7.55,2020-08-01 22:42:24.0,6.43,2020-08-01 22:42:24.0,9.14,2020-08-01 22:42:24.0,9.28,2020-08-01 22:42:24.0,10.75,2020-08-01 22:42:24.0,10.14
2020-08-01 23:42:24.0,7.58,2020-08-01 23:12:24.0,6.45,2020-08-01 23:12:24.0,9.14,2020-08-01 23:12:24.0,9.28,2020-08-01 23:12:24.0,10.77,2020-08-01 23:12:24.0,10.14
2020-08-02 00:12:24.0,7.62,2020-08-01 23:42:24.0,6.47,2020-08-01 23:42:24.0,9.14,2020-08-01 23:42:24.0,9.27,2020-08-01 23:42:24.0,10.77,2020-08-01 23:42:24.0,10.14
2020-08-02 00:42:40.0,7.65,2020-08-02 00:12:24.0,6.48,2020-08-02 00:12:24.0,9.14,2020-08-02 00:12:24.0,9.27,2020-08-02 00:12:24.0,10.78,2020-08-02 00:12:24.0,10.14
2020-08-02 01:12:40.0,7.68,2020-08-02 00:42:40.0,6.5,2020-08-02 00:42:40.0,9.14,2020-08-02 00:42:40.0,9.27,2020-08-02 00:42:40.0,10.79,2020-08-02 00:42:40.0,10.14
2020-08-02 01:42:40.0,7.71,2020-08-02 01:12:40.0,6.52,2020-08-02 01:12:40.0,9.14,2020-08-02 01:12:40.0,9.27,2020-08-02 01:12:40.0,10.78,2020-08-02 01:12:40.0,10.13
2020-08-02 02:12:40.0,7.75,2020-08-02 01:42:40.0,6.53,2020-08-02 01:42:40.0,9.14,2020-08-02 01:42:40.0,9.26,2020-08-02 01:42:40.0,10.78,2020-08-02 01:42:40.0,10.13
2020-08-02 02:42:40.0,7.79,2020-08-02 02:12:40.0,6.55,2020-08-02 02:12:40.0,9.15,2020-08-02 02:12:40.0,9.26,2020-08-02 02:12:40.0,10.79,2020-08-02 02:12:40.0,10.13
2020-08-02 03:12:40.0,7.83,2020-08-02 02:42:40.0,6.56,2020-08-02 02:42:40.0,9.14,2020-08-02 02:42:40.0,9.26,2020-08-02 02:42:40.0,10.79,2020-08-02 02:42:40.0,10.13
2020-08-02 03:42:54.0,7.86,2020-08-02 03:12:40.0,6.58,2020-08-02 03:12:40.0,9.15,2020-08-02 03:12:40.0,9.25,2020-08-02 03:12:40.0,10.79,2020-08-02 03:12:40.0,10.13
2020-08-02 04:12:54.0,7.9,2020-08-02 03:42:54.0,6.59,2020-08-02 03:42:54.0,9.15,2020-08-02 03:42:54.0,9.26,2020-08-02 03:42:54.0,10.81,2020-08-02 03:42:54.0,10.13
2020-08-02 04:42:54.0,7.93,2020-08-02 04:12:54.0,6.61,2020-08-02 04:12:54.0,9.16,2020-08-02 04:12:54.0,9.26,2020-08-02 04:12:54.0,10.8,2020-08-02 04:12:54.0,10.13
2020-08-02 05:12:54.0,7.95,2020-08-02 04:42:54.0,6.62,2020-08-02 04:42:54.0,9.16,2020-08-02 04:42:54.0,9.26,2020-08-02 04:42:54.0,10.81,2020-08-02 04:42:54.0,10.13
2020-08-02 05:42:54.0,7.98,2020-08-02 05:12:54.0,6.63,2020-08-02 05:12:54.0,9.16,2020-08-02 05:12:54.0,9.26,2020-08-02 05:12:54.0,10.81,2020-08-02 05:12:54.0,10.13
2020-08-02 06:12:54.0,8.01,2020-08-02 05:42:54.0,6.65,2020-08-02 05:42:54.0,9.17,2020-08-02 05:42:54.0,9.26,2020-08-02 05:42:54.0,10.81,2020-08-02 05:42:54.0,10.13
2020-08-02 06:43:12.0,8.04,2020-08-02 06:12:54.0,6.66,2020-08-02 06:12:54.0,9.17,2020-08-02 06:12:54.0,9.26,2020-08-02 06:12:54.0,10.81,2020-08-02 06:12:54.0,10.13
2020-08-02 07:13:12.0,8.05,2020-08-02 06:43:12.0,6.68,2020-08-02 06:43:12.0,9.17,2020-08-02 06:43:12.0,9.26,2020-08-02 06:43:12.0,10.82,2020-08-02 06:43:12.0,10.13
2020-08-02 07:43:12.0,8.06,2020-08-02 07:13:12.0,6.69,2020-08-02 07:13:12.0,9.18,2020-08-02 07:13:12.0,9.26,2020-08-02 07:13:12.0,10.8,2020-08-02 07:13:12.0,10.13
2020-08-02 08:13:12.0,8.12,2020-08-02 07:43:12.0,6.71,2020-08-02 07:43:12.0,9.19,2020-08-02 07:43:12.0,9.26,2020-08-02 07:43:12.0,10.56,2020-08-02 07:43:12.0,10.13
2020-08-02 08:43:12.0,8.1,2020-08-02 08:13:12.0,6.75,2020-08-02 08:13:12.0,9.19,2020-08-02 08:13:12.0,9.25,2020-08-02 08:13:12.0,10.26,2020-08-02 08:13:12.0,10.19
2020-08-02 09:13:12.0,8.11,2020-08-02 08:43:12.0,6.77,2020-08-02 08:43:12.0,9.14,2020-08-02 08:43:12.0,9.26,2020-08-02 08:43:12.0,10.4,2020-08-02 08:43:12.0,10.19
2020-08-02 09:43:30.0,8.1,2020-08-02 09:13:12.0,6.78,2020-08-02 09:13:12.0,9.15,2020-08-02 09:13:12.0,9.26,2020-08-02 09:13:12.0,10.48,2020-08-02 09:13:12.0,10.19
2020-08-02 10:13:30.0,8.09,2020-08-02 09:43:30.0,6.79,2020-08-02 09:43:30.0,9.17,2020-08-02 09:43:30.0,9.26,2020-08-02 09:43:30.0,10.45,2020-08-02 09:43:30.0,10.19
2020-08-02 10:43:30.0,8.07,2020-08-02 10:13:30.0,6.8,2020-08-02 10:13:30.0,9.19,2020-08-02 10:13:30.0,9.27,2020-08-02 10:13:30.0,10.41,2020-08-02 10:13:30.0,10.19
2020-08-02 11:13:30.0,8.04,2020-08-02 10:43:30.0,6.82,2020-08-02 10:43:30.0,9.23,2020-08-02 10:43:30.0,9.27,2020-08-02 10:43:30.0,10.14,2020-08-02 10:43:30.0,10.19
2020-08-02 11:43:30.0,7.98,2020-08-02 11:13:30.0,6.83,2020-08-02 11:13:30.0,9.3,2020-08-02 11:13:30.0,9.27,2020-08-02 11:13:30.0,10.12,2020-08-02 11:13:30.0,10.19
2020-08-02 12:13:30.0,7.92,2020-08-02 11:43:30.0,6.83,2020-08-02 11:43:30.0,9.37,2020-08-02 11:43:30.0,9.27,2020-08-02 11:43:30.0,10.39,2020-08-02 11:43:30.0,10.19
2020-08-02 12:43:46.0,7.86,2020-08-02 12:13:30.0,6.83,2020-08-02 12:13:30.0,9.46,2020-08-02 12:13:30.0,9.27,2020-08-02 12:13:30.0,10.33,2020-08-02 12:13:30.0,10.18
2020-08-02 13:13:46.0,7.8,2020-08-02 12:43:46.0,6.83,2020-08-02 12:43:46.0,9.54,2020-08-02 12:43:46.0,9.28,2020-08-02 12:43:46.0,10.36,2020-08-02 12:43:46.0,10.18
2020-08-02 13:43:46.0,7.75,2020-08-02 13:13:46.0,6.82,2020-08-02 13:13:46.0,9.62,2020-08-02 13:13:46.0,9.29,2020-08-02 13:13:46.0,10.25,2020-08-02 13:13:46.0,10.18
2020-08-02 14:13:46.0,7.73,2020-08-02 13:43:46.0,6.82,2020-08-02 13:43:46.0,9.67,2020-08-02 13:43:46.0,9.3,2020-08-02 13:43:46.0,10.36,2020-08-02 13:43:46.0,10.18
2020-08-02 14:43:46.0,7.71,2020-08-02 14:13:46.0,6.8,2020-08-02 14:13:46.0,9.72,2020-08-02 14:13:46.0,9.31,2020-08-02 14:13:46.0,10.23,2020-08-02 14:13:46.0,10.18
2020-08-02 15:13:46.0,7.66,2020-08-02 14:43:46.0,6.79,2020-08-02 14:43:46.0,9.75,2020-08-02 14:43:46.0,9.33,2020-08-02 14:43:46.0,10.21,2020-08-02 14:43:46.0,10.18
2020-08-02 15:44:04.0,7.61,2020-08-02 15:13:46.0,6.77,2020-08-02 15:13:46.0,9.77,2020-08-02 15:13:46.0,9.34,2020-08-02 15:13:46.0,10.24,2020-08-02 15:13:46.0,10.18
2020-08-02 16:14:04.0,7.58,2020-08-02 15:44:04.0,6.74,2020-08-02 15:44:04.0,9.77,2020-08-02 15:44:04.0,9.34,2020-08-02 15:44:04.0,10.41,2020-08-02 15:44:04.0,10.18
2020-08-02 16:44:04.0,7.58,2020-08-02 16:14:04.0,6.73,2020-08-02 16:14:04.0,9.78,2020-08-02 16:14:04.0,9.36,2020-08-02 16:14:04.0,10.39,2020-08-02 16:14:04.0,10.18
2020-08-02 17:14:04.0,7.58,2020-08-02 16:44:04.0,6.71,2020-08-02 16:44:04.0,9.77,2020-08-02 16:44:04.0,9.36,2020-08-02 16:44:04.0,9.99,2020-08-02 16:44:04.0,10.18
2020-08-02 17:44:04.0,7.6,2020-08-02 17:14:04.0,6.7,2020-08-02 17:14:04.0,9.76,2020-08-02 17:14:04.0,9.37,2020-08-02 17:14:04.0,10.22,2020-08-02 17:14:04.0,10.17
2020-08-02 18:14:04.0,7.63,2020-08-02 17:44:04.0,6.69,2020-08-02 17:44:04.0,9.75,2020-08-02 17:44:04.0,9.37,2020-08-02 17:44:04.0,10.23,2020-08-02 17:44:04.0,10.17
2020-08-02 18:44:24.0,7.66,2020-08-02 18:14:04.0,6.68,2020-08-02 18:14:04.0,9.73,2020-08-02 18:14:04.0,9.38,2020-08-02 18:14:04.0,10.34,2020-08-02 18:14:04.0,10.18
2020-08-02 19:14:24.0,7.71,2020-08-02 18:44:24.0,6.68,2020-08-02 18:44:24.0,9.72,2020-08-02 18:44:24.0,9.38,2020-08-02 18:44:24.0,10.22,2020-08-02 18:44:24.0,10.18
2020-08-02 19:44:24.0,7.76,2020-08-02 19:14:24.0,6.68,2020-08-02 19:14:24.0,9.7,2020-08-02 19:14:24.0,9.38,2020-08-02 19:14:24.0,10.26,2020-08-02 19:14:24.0,10.18
2020-08-02 20:14:24.0,7.8,2020-08-02 19:44:24.0,6.68,2020-08-02 19:44:24.0,9.69,2020-08-02 19:44:24.0,9.39,2020-08-02 19:44:24.0,10.39,2020-08-02 19:44:24.0,10.18
2020-08-02 20:44:24.0,7.84,2020-08-02 20:14:24.0,6.7,2020-08-02 20:14:24.0,9.67,2020-08-02 20:14:24.0,9.39,2020-08-02 20:14:24.0,10.51,2020-08-02 20:14:24.0,10.18
2020-08-02 21:14:24.0,7.88,2020-08-02 20:44:24.0,6.71,2020-08-02 20:44:24.0,9.66,2020-08-02 20:44:24.0,9.39,2020-08-02 20:44:24.0,10.62,2020-08-02 20:44:24.0,10.17
2020-08-02 21:44:42.0,7.93,2020-08-02 21:14:24.0,6.72,2020-08-02 21:14:24.0,9.65,2020-08-02 21:14:24.0,9.4,2020-08-02 21:14:24.0,10.65,2020-08-02 21:14:24.0,10.17
2020-08-02 22:14:42.0,7.97,2020-08-02 21:44:42.0,6.73,2020-08-02 21:44:42.0,9.65,2020-08-02 21:44:42.0,9.39,2020-08-02 21:44:42.0,10.75,2020-08-02 21:44:42.0,10.18
2020-08-02 22:44:42.0,8,2020-08-02 22:14:42.0,6.75,2020-08-02 22:14:42.0,9.64,2020-08-02 22:14:42.0,9.39,2020-08-02 22:14:42.0,10.69,2020-08-02 22:14:42.0,10.17
2020-08-02 23:14:42.0,8.05,2020-08-02 22:44:42.0,6.76,2020-08-02 22:44:42.0,9.64,2020-08-02 22:44:42.0,9.39,2020-08-02 22:44:42.0,10.7,2020-08-02 22:44:42.0,10.17
2020-08-02 23:44:42.0,8.08,2020-08-02 23:14:42.0,6.77,2020-08-02 23:14:42.0,9.64,2020-08-02 23:14:42.0,9.39,2020-08-02 23:14:42.0,10.72,2020-08-02 23:14:42.0,10.17
2020-08-03 00:14:42.0,8.13,2020-08-02 23:44:42.0,6.79,2020-08-02 23:44:42.0,9.63,2020-08-02 23:44:42.0,9.39,2020-08-02 23:44:42.0,10.72,2020-08-02 23:44:42.0,10.18
2020-08-03 00:44:42.0,8.16,2020-08-03 00:14:42.0,6.8,2020-08-03 00:14:42.0,9.63,2020-08-03 00:14:42.0,9.39,2020-08-03 00:14:42.0,10.73,2020-08-03 00:14:42.0,10.17
2020-08-03 01:15:04.0,8.19,2020-08-03 00:44:42.0,6.82,2020-08-03 00:44:42.0,9.64,2020-08-03 00:44:42.0,9.39,2020-08-03 00:44:42.0,10.76,2020-08-03 00:44:42.0,10.17
2020-08-03 01:45:04.0,8.22,2020-08-03 01:15:04.0,6.84,2020-08-03 01:15:04.0,9.64,2020-08-03 01:15:04.0,9.39,2020-08-03 01:15:04.0,10.73,2020-08-03 01:15:04.0,10.17
2020-08-03 02:15:04.0,8.25,2020-08-03 01:45:04.0,6.86,2020-08-03 01:45:04.0,9.65,2020-08-03 01:45:04.0,9.4,2020-08-03 01:45:04.0,10.74,2020-08-03 01:45:04.0,10.17
2020-08-03 02:45:04.0,8.27,2020-08-03 02:15:04.0,6.87,2020-08-03 02:15:04.0,9.65,2020-08-03 02:15:04.0,9.4,2020-08-03 02:15:04.0,10.74,2020-08-03 02:15:04.0,10.17
2020-08-03 03:15:04.0,8.28,2020-08-03 02:45:04.0,6.88,2020-08-03 02:45:04.0,9.65,2020-08-03 02:45:04.0,9.4,2020-08-03 02:45:04.0,10.75,2020-08-03 02:45:04.0,10.17
2020-08-03 03:45:04.0,8.3,2020-08-03 03:15:04.0,6.89,2020-08-03 03:15:04.0,9.65,2020-08-03 03:15:04.0,9.4,2020-08-03 03:15:04.0,10.75,2020-08-03 03:15:04.0,10.17
2020-08-03 04:15:24.0,8.33,2020-08-03 03:45:04.0,6.9,2020-08-03 03:45:04.0,9.65,2020-08-03 03:45:04.0,9.41,2020-08-03 03:45:04.0,10.75,2020-08-03 03:45:04.0,10.17
2020-08-03 04:45:24.0,8.34,2020-08-03 04:15:24.0,6.92,2020-08-03 04:15:24.0,9.66,2020-08-03 04:15:24.0,9.41,2020-08-03 04:15:24.0,10.76,2020-08-03 04:15:24.0,10.17
2020-08-03 05:15:24.0,8.36,2020-08-03 04:45:24.0,6.92,2020-08-03 04:45:24.0,9.66,2020-08-03 04:45:24.0,9.41,2020-08-03 04:45:24.0,10.76,2020-08-03 04:45:24.0,10.17
2020-08-03 05:45:24.0,8.37,2020-08-03 05:15:24.0,6.93,2020-08-03 05:15:24.0,9.66,2020-08-03 05:15:24.0,9.41,2020-08-03 05:15:24.0,10.75,2020-08-03 05:15:24.0,10.18
2020-08-03 06:15:24.0,8.39,2020-08-03 05:45:24.0,6.94,2020-08-03 05:45:24.0,9.67,2020-08-03 05:45:24.0,9.42,2020-08-03 05:45:24.0,10.76,2020-08-03 05:45:24.0,10.18
2020-08-03 06:45:24.0,8.4,2020-08-03 06:15:24.0,6.95,2020-08-03 06:15:24.0,9.67,2020-08-03 06:15:24.0,9.42,2020-08-03 06:15:24.0,10.76,2020-08-03 06:15:24.0,10.18
2020-08-03 07:15:42.0,8.41,2020-08-03 06:45:24.0,6.96,2020-08-03 06:45:24.0,9.67,2020-08-03 06:45:24.0,9.42,2020-08-03 06:45:24.0,10.75,2020-08-03 06:45:24.0,10.18
2020-08-03 07:45:42.0,8.42,2020-08-03 07:15:42.0,6.97,2020-08-03 07:15:42.0,9.67,2020-08-03 07:15:42.0,9.41,2020-08-03 07:15:42.0,10.75,2020-08-03 07:15:42.0,10.18
2020-08-03 08:15:42.0,8.42,2020-08-03 07:45:42.0,6.98,2020-08-03 07:45:42.0,9.68,2020-08-03 07:45:42.0,9.42,2020-08-03 07:45:42.0,10.62,2020-08-03 07:45:42.0,10.19
2020-08-03 08:45:42.0,8.41,2020-08-03 08:15:42.0,6.99,2020-08-03 08:15:42.0,9.68,2020-08-03 08:15:42.0,9.41,2020-08-03 08:15:42.0,10.35,2020-08-03 08:15:42.0,10.18
2020-08-03 09:15:42.0,8.4,2020-08-03 08:45:42.0,6.99,2020-08-03 08:45:42.0,9.69,2020-08-03 08:45:42.0,9.42,2020-08-03 08:45:42.0,10.2,2020-08-03 08:45:42.0,10.18
2020-08-03 09:45:42.0,8.36,2020-08-03 09:15:42.0,6.99,2020-08-03 09:15:42.0,9.68,2020-08-03 09:15:42.0,9.42,2020-08-03 09:15:42.0,10.41,2020-08-03 09:15:42.0,10.19
2020-08-03 10:16:02.0,8.32,2020-08-03 09:45:42.0,6.99,2020-08-03 09:45:42.0,9.67,2020-08-03 09:45:42.0,9.42,2020-08-03 09:45:42.0,10.45,2020-08-03 09:45:42.0,10.19
2020-08-03 10:46:02.0,8.25,2020-08-03 10:16:02.0,6.98,2020-08-03 10:16:02.0,9.67,2020-08-03 10:16:02.0,9.42,2020-08-03 10:16:02.0,10.44,2020-08-03 10:16:02.0,10.19
2020-08-03 11:16:02.0,8.19,2020-08-03 10:46:02.0,6.97,2020-08-03 10:46:02.0,9.67,2020-08-03 10:46:02.0,9.42,2020-08-03 10:46:02.0,10.38,2020-08-03 10:46:02.0,10.2
2020-08-03 11:46:02.0,8.09,2020-08-03 11:16:02.0,6.96,2020-08-03 11:16:02.0,9.66,2020-08-03 11:16:02.0,9.42,2020-08-03 11:16:02.0,10.38,2020-08-03 11:16:02.0,10.2
2020-08-03 12:16:02.0,8,2020-08-03 11:46:02.0,6.93,2020-08-03 11:46:02.0,9.65,2020-08-03 11:46:02.0,9.42,2020-08-03 11:46:02.0,10.23,2020-08-03 11:46:02.0,10.2
2020-08-03 12:46:02.0,7.91,2020-08-03 12:16:02.0,6.91,2020-08-03 12:16:02.0,9.64,2020-08-03 12:16:02.0,9.41,2020-08-03 12:16:02.0,10.35,2020-08-03 12:16:02.0,10.2
2020-08-03 13:16:20.0,7.97,2020-08-03 12:46:02.0,6.91,2020-08-03 12:46:02.0,9.62,2020-08-03 12:46:02.0,9.42,2020-08-03 12:46:02.0,10.39,2020-08-03 12:46:02.0,10.23
2020-08-03 13:46:20.0,7.91,2020-08-03 13:16:20.0,6.92,2020-08-03 13:16:20.0,9.57,2020-08-03 13:16:20.0,9.4,2020-08-03 13:16:20.0,10.41,2020-08-03 13:16:20.0,10.27
2020-08-03 14:16:20.0,7.87,2020-08-03 13:46:20.0,6.88,2020-08-03 13:46:20.0,9.56,2020-08-03 13:46:20.0,9.41,2020-08-03 13:46:20.0,10.2,2020-08-03 13:46:20.0,10.27
2020-08-03 14:46:20.0,7.86,2020-08-03 14:16:20.0,6.86,2020-08-03 14:16:20.0,9.55,2020-08-03 14:16:20.0,9.4,2020-08-03 14:16:20.0,10,2020-08-03 14:16:20.0,10.27
2020-08-03 15:16:20.0,7.85,2020-08-03 14:46:20.0,6.82,2020-08-03 14:46:20.0,9.53,2020-08-03 14:46:20.0,9.4,2020-08-03 14:46:20.0,10.42,2020-08-03 14:46:20.0,10.27
2020-08-03 15:46:20.0,7.77,2020-08-03 15:16:20.0,6.8,2020-08-03 15:16:20.0,9.53,2020-08-03 15:16:20.0,9.39,2020-08-03 15:16:20.0,10.22,2020-08-03 15:16:20.0,10.27
2020-08-03 16:16:38.0,7.75,2020-08-03 15:46:20.0,6.77,2020-08-03 15:46:20.0,9.52,2020-08-03 15:46:20.0,9.38,2020-08-03 15:46:20.0,10.38,2020-08-03 15:46:20.0,10.28
2020-08-03 16:46:38.0,7.75,2020-08-03 16:16:38.0,6.76,2020-08-03 16:16:38.0,9.53,2020-08-03 16:16:38.0,9.37,2020-08-03 16:16:38.0,10.19,2020-08-03 16:16:38.0,10.27
2020-08-03 17:16:38.0,7.76,2020-08-03 16:46:38.0,6.74,2020-08-03 16:46:38.0,9.54,2020-08-03 16:46:38.0,9.36,2020-08-03 16:46:38.0,10.24,2020-08-03 16:46:38.0,10.27
2020-08-03 17:46:38.0,7.78,2020-08-03 17:16:38.0,6.73,2020-08-03 17:16:38.0,9.54,2020-08-03 17:16:38.0,9.36,2020-08-03 17:16:38.0,10.25,2020-08-03 17:16:38.0,10.26
2020-08-03 18:16:38.0,7.82,2020-08-03 17:46:38.0,6.73,2020-08-03 17:46:38.0,9.55,2020-08-03 17:46:38.0,9.34,2020-08-03 17:46:38.0,10.24,2020-08-03 17:46:38.0,10.26
2020-08-03 18:46:38.0,7.85,2020-08-03 18:16:38.0,6.73,2020-08-03 18:16:38.0,9.55,2020-08-03 18:16:38.0,9.34,2020-08-03 18:16:38.0,10.41,2020-08-03 18:16:38.0,10.27
2020-08-03 19:16:54.0,7.91,2020-08-03 18:46:38.0,6.73,2020-08-03 18:46:38.0,9.55,2020-08-03 18:46:38.0,9.33,2020-08-03 18:46:38.0,10.42,2020-08-03 18:46:38.0,10.27
2020-08-03 19:46:54.0,7.97,2020-08-03 19:16:54.0,6.73,2020-08-03 19:16:54.0,9.55,2020-08-03 19:16:54.0,9.33,2020-08-03 19:16:54.0,10.23,2020-08-03 19:16:54.0,10.28
2020-08-03 20:16:54.0,8,2020-08-03 19:46:54.0,6.74,2020-08-03 19:46:54.0,9.55,2020-08-03 19:46:54.0,9.32,2020-08-03 19:46:54.0,10.19,2020-08-03 19:46:54.0,10.28
2020-08-03 20:46:54.0,8.04,2020-08-03 20:16:54.0,6.75,2020-08-03 20:16:54.0,9.55,2020-08-03 20:16:54.0,9.32,2020-08-03 20:16:54.0,10.45,2020-08-03 20:16:54.0,10.29
2020-08-03 21:16:54.0,8.08,2020-08-03 20:46:54.0,6.76,2020-08-03 20:46:54.0,9.55,2020-08-03 20:46:54.0,9.32,2020-08-03 20:46:54.0,10.6,2020-08-03 20:46:54.0,10.3
2020-08-03 21:46:54.0,8.13,2020-08-03 21:16:54.0,6.78,2020-08-03 21:16:54.0,9.55,2020-08-03 21:16:54.0,9.32,2020-08-03 21:16:54.0,10.64,2020-08-03 21:16:54.0,10.3
2020-08-03 22:17:12.0,8.17,2020-08-03 21:46:54.0,6.79,2020-08-03 21:46:54.0,9.56,2020-08-03 21:46:54.0,9.33,2020-08-03 21:46:54.0,10.66,2020-08-03 21:46:54.0,10.31
2020-08-03 22:47:12.0,8.21,2020-08-03 22:17:12.0,6.82,2020-08-03 22:17:12.0,9.56,2020-08-03 22:17:12.0,9.33,2020-08-03 22:17:12.0,10.69,2020-08-03 22:17:12.0,10.32
2020-08-03 23:17:12.0,8.25,2020-08-03 22:47:12.0,6.83,2020-08-03 22:47:12.0,9.57,2020-08-03 22:47:12.0,9.33,2020-08-03 22:47:12.0,10.71,2020-08-03 22:47:12.0,10.32
2020-08-03 23:47:12.0,8.29,2020-08-03 23:17:12.0,6.84,2020-08-03 23:17:12.0,9.58,2020-08-03 23:17:12.0,9.34,2020-08-03 23:17:12.0,10.72,2020-08-03 23:17:12.0,10.33
2020-08-04 00:17:12.0,8.33,2020-08-03 23:47:12.0,6.86,2020-08-03 23:47:12.0,9.58,2020-08-03 23:47:12.0,9.34,2020-08-03 23:47:12.0,10.73,2020-08-03 23:47:12.0,10.33
2020-08-04 00:47:12.0,8.36,2020-08-04 00:17:12.0,6.88,2020-08-04 00:17:12.0,9.59,2020-08-04 00:17:12.0,9.34,2020-08-04 00:17:12.0,10.74,2020-08-04 00:17:12.0,10.33
2020-08-04 01:17:30.0,8.39,2020-08-04 00:47:12.0,6.89,2020-08-04 00:47:12.0,9.6,2020-08-04 00:47:12.0,9.35,2020-08-04 00:47:12.0,10.74,2020-08-04 00:47:12.0,10.35
2020-08-04 01:47:30.0,8.43,2020-08-04 01:17:30.0,6.91,2020-08-04 01:17:30.0,9.61,2020-08-04 01:17:30.0,9.35,2020-08-04 01:17:30.0,10.76,2020-08-04 01:17:30.0,10.35
2020-08-04 02:17:30.0,8.45,2020-08-04 01:47:30.0,6.92,2020-08-04 01:47:30.0,9.62,2020-08-04 01:47:30.0,9.35,2020-08-04 01:47:30.0,10.77,2020-08-04 01:47:30.0,10.35
2020-08-04 02:47:30.0,8.48,2020-08-04 02:17:30.0,6.94,2020-08-04 02:17:30.0,9.63,2020-08-04 02:17:30.0,9.36,2020-08-04 02:17:30.0,10.77,2020-08-04 02:17:30.0,10.35
2020-08-04 03:17:30.0,8.51,2020-08-04 02:47:30.0,6.96,2020-08-04 02:47:30.0,9.64,2020-08-04 02:47:30.0,9.36,2020-08-04 02:47:30.0,10.77,2020-08-04 02:47:30.0,10.36
2020-08-04 03:47:30.0,8.54,2020-08-04 03:17:30.0,6.97,2020-08-04 03:17:30.0,9.64,2020-08-04 03:17:30.0,9.37,2020-08-04 03:17:30.0,10.78,2020-08-04 03:17:30.0,10.36
2020-08-04 04:17:46.0,8.56,2020-08-04 03:47:30.0,6.98,2020-08-04 03:47:30.0,9.65,2020-08-04 03:47:30.0,9.37,2020-08-04 03:47:30.0,10.78,2020-08-04 03:47:30.0,10.37
2020-08-04 04:47:46.0,8.58,2020-08-04 04:17:46.0,6.99,2020-08-04 04:17:46.0,9.66,2020-08-04 04:17:46.0,9.38,2020-08-04 04:17:46.0,10.79,2020-08-04 04:17:46.0,10.37
2020-08-04 05:17:46.0,8.6,2020-08-04 04:47:46.0,7.01,2020-08-04 04:47:46.0,9.67,2020-08-04 04:47:46.0,9.39,2020-08-04 04:47:46.0,10.79,2020-08-04 04:47:46.0,10.38
2020-08-04 05:47:46.0,8.62,2020-08-04 05:17:46.0,7.02,2020-08-04 05:17:46.0,9.68,2020-08-04 05:17:46.0,9.39,2020-08-04 05:17:46.0,10.8,2020-08-04 05:17:46.0,10.38
2020-08-04 06:17:46.0,8.64,2020-08-04 05:47:46.0,7.04,2020-08-04 05:47:46.0,9.69,2020-08-04 05:47:46.0,9.39,2020-08-04 05:47:46.0,10.8,2020-08-04 05:47:46.0,10.39
2020-08-04 06:47:46.0,8.66,2020-08-04 06:17:46.0,7.05,2020-08-04 06:17:46.0,9.69,2020-08-04 06:17:46.0,9.4,2020-08-04 06:17:46.0,10.8,2020-08-04 06:17:46.0,10.39
2020-08-04 07:18:06.0,8.68,2020-08-04 06:47:46.0,7.06,2020-08-04 06:47:46.0,9.7,2020-08-04 06:47:46.0,9.41,2020-08-04 06:47:46.0,10.8,2020-08-04 06:47:46.0,10.39
2020-08-04 07:48:06.0,8.69,2020-08-04 07:18:06.0,7.07,2020-08-04 07:18:06.0,9.71,2020-08-04 07:18:06.0,9.42,2020-08-04 07:18:06.0,10.81,2020-08-04 07:18:06.0,10.39
2020-08-04 08:18:06.0,8.73,2020-08-04 07:48:06.0,7.08,2020-08-04 07:48:06.0,9.72,2020-08-04 07:48:06.0,9.41,2020-08-04 07:48:06.0,10.59,2020-08-04 07:48:06.0,10.4
2020-08-04 08:48:06.0,8.76,2020-08-04 08:18:06.0,7.14,2020-08-04 08:18:06.0,9.7,2020-08-04 08:18:06.0,9.42,2020-08-04 08:18:06.0,10.3,2020-08-04 08:18:06.0,10.41
2020-08-04 09:18:06.0,8.78,2020-08-04 08:48:06.0,7.15,2020-08-04 08:48:06.0,9.71,2020-08-04 08:48:06.0,9.42,2020-08-04 08:48:06.0,10.49,2020-08-04 08:48:06.0,10.41
2020-08-04 09:48:06.0,8.78,2020-08-04 09:18:06.0,7.16,2020-08-04 09:18:06.0,9.73,2020-08-04 09:18:06.0,9.43,2020-08-04 09:18:06.0,10.48,2020-08-04 09:18:06.0,10.4
2020-08-04 10:18:22.0,8.77,2020-08-04 09:48:06.0,7.18,2020-08-04 09:48:06.0,9.77,2020-08-04 09:48:06.0,9.43,2020-08-04 09:48:06.0,10.51,2020-08-04 09:48:06.0,10.41
2020-08-04 10:48:22.0,8.76,2020-08-04 10:18:22.0,7.2,2020-08-04 10:18:22.0,9.83,2020-08-04 10:18:22.0,9.44,2020-08-04 10:18:22.0,10.46,2020-08-04 10:18:22.0,10.41
2020-08-04 11:18:22.0,8.72,2020-08-04 10:48:22.0,7.22,2020-08-04 10:48:22.0,9.93,2020-08-04 10:48:22.0,9.44,2020-08-04 10:48:22.0,10.27,2020-08-04 10:48:22.0,10.41
