2079 Eucaliptos - SoilR40 A 10 cm #1201[%],,2079 Eucaliptos - SoilR40 A 20 cm #1201[%],,2079 Eucaliptos - SoilR40 A 30 cm #1201[%],,2079 Eucaliptos - SoilR40 A 40 cm #1201[%],,2079 Eucaliptos - SoilR40 A 50 cm #1201[%],,2079 Eucaliptos - SoilR40 A 60 cm #1201[%],
2019-09-17 18:11:30.0,13.05,2019-09-17 17:11:18.0,13.84,2019-09-17 17:11:18.0,14.41,2019-09-17 17:11:18.0,6.61,2019-09-17 17:11:18.0,13.75,2019-09-17 17:11:18.0,12.3
2019-09-17 18:41:30.0,12.94,2019-09-17 17:41:30.0,13.74,2019-09-17 17:41:30.0,14.36,2019-09-17 17:41:30.0,6.61,2019-09-17 17:41:30.0,13.75,2019-09-17 17:41:30.0,12.3
2019-09-17 19:11:30.0,12.85,2019-09-17 18:11:30.0,13.64,2019-09-17 18:11:30.0,14.32,2019-09-17 18:11:30.0,6.6,2019-09-17 18:11:30.0,13.74,2019-09-17 18:11:30.0,12.31
2019-09-17 19:41:30.0,12.78,2019-09-17 18:41:30.0,13.56,2019-09-17 18:41:30.0,14.27,2019-09-17 18:41:30.0,6.6,2019-09-17 18:41:30.0,13.74,2019-09-17 18:41:30.0,12.31
2019-09-17 20:11:30.0,12.73,2019-09-17 19:11:30.0,13.47,2019-09-17 19:11:30.0,14.23,2019-09-17 19:11:30.0,6.61,2019-09-17 19:11:30.0,13.74,2019-09-17 19:11:30.0,12.32
2019-09-17 20:41:40.0,12.69,2019-09-17 19:41:30.0,13.4,2019-09-17 19:41:30.0,14.19,2019-09-17 19:41:30.0,6.61,2019-09-17 19:41:30.0,13.75,2019-09-17 19:41:30.0,12.32
2019-09-17 21:11:40.0,12.66,2019-09-17 20:11:30.0,13.33,2019-09-17 20:11:30.0,14.16,2019-09-17 20:11:30.0,6.61,2019-09-17 20:11:30.0,13.75,2019-09-17 20:11:30.0,12.34
2019-09-17 21:41:40.0,12.63,2019-09-17 20:41:40.0,13.27,2019-09-17 20:41:40.0,14.13,2019-09-17 20:41:40.0,6.61,2019-09-17 20:41:40.0,13.75,2019-09-17 20:41:40.0,12.34
2019-09-17 22:11:40.0,12.59,2019-09-17 21:11:40.0,13.22,2019-09-17 21:11:40.0,14.09,2019-09-17 21:11:40.0,6.61,2019-09-17 21:11:40.0,13.75,2019-09-17 21:11:40.0,12.35
2019-09-17 22:41:40.0,12.56,2019-09-17 21:41:40.0,13.16,2019-09-17 21:41:40.0,14.06,2019-09-17 21:41:40.0,6.61,2019-09-17 21:41:40.0,13.75,2019-09-17 21:41:40.0,12.35
2019-09-17 23:11:40.0,12.53,2019-09-17 22:11:40.0,13.12,2019-09-17 22:11:40.0,14.04,2019-09-17 22:11:40.0,6.61,2019-09-17 22:11:40.0,13.75,2019-09-17 22:11:40.0,12.35
2019-09-17 23:41:50.0,12.51,2019-09-17 22:41:40.0,13.07,2019-09-17 22:41:40.0,14.01,2019-09-17 22:41:40.0,6.61,2019-09-17 22:41:40.0,13.75,2019-09-17 22:41:40.0,12.36
2019-09-18 00:11:50.0,12.49,2019-09-17 23:11:40.0,13.03,2019-09-17 23:11:40.0,13.98,2019-09-17 23:11:40.0,6.61,2019-09-17 23:11:40.0,13.74,2019-09-17 23:11:40.0,12.36
2019-09-18 00:41:50.0,12.47,2019-09-17 23:41:50.0,12.99,2019-09-17 23:41:50.0,13.96,2019-09-17 23:41:50.0,6.62,2019-09-17 23:41:50.0,13.75,2019-09-17 23:41:50.0,12.36
2019-09-18 01:11:50.0,12.46,2019-09-18 00:11:50.0,12.96,2019-09-18 00:11:50.0,13.94,2019-09-18 00:11:50.0,6.62,2019-09-18 00:11:50.0,13.75,2019-09-18 00:11:50.0,12.36
2019-09-18 01:41:50.0,12.44,2019-09-18 00:41:50.0,12.92,2019-09-18 00:41:50.0,13.92,2019-09-18 00:41:50.0,6.62,2019-09-18 00:41:50.0,13.75,2019-09-18 00:41:50.0,12.37
2019-09-18 02:11:50.0,12.43,2019-09-18 01:11:50.0,12.89,2019-09-18 01:11:50.0,13.9,2019-09-18 01:11:50.0,6.62,2019-09-18 01:11:50.0,13.75,2019-09-18 01:11:50.0,12.37
2019-09-18 02:42:00.0,12.41,2019-09-18 01:41:50.0,12.87,2019-09-18 01:41:50.0,13.88,2019-09-18 01:41:50.0,6.62,2019-09-18 01:41:50.0,13.75,2019-09-18 01:41:50.0,12.38
2019-09-18 03:12:00.0,12.4,2019-09-18 02:11:50.0,12.84,2019-09-18 02:11:50.0,13.87,2019-09-18 02:11:50.0,6.62,2019-09-18 02:11:50.0,13.75,2019-09-18 02:11:50.0,12.38
2019-09-18 03:42:00.0,12.38,2019-09-18 02:42:00.0,12.82,2019-09-18 02:42:00.0,13.85,2019-09-18 02:42:00.0,6.63,2019-09-18 02:42:00.0,13.74,2019-09-18 02:42:00.0,12.38
2019-09-18 04:12:00.0,12.36,2019-09-18 03:12:00.0,12.8,2019-09-18 03:12:00.0,13.83,2019-09-18 03:12:00.0,6.63,2019-09-18 03:12:00.0,13.75,2019-09-18 03:12:00.0,12.38
2019-09-18 04:42:00.0,12.35,2019-09-18 03:42:00.0,12.77,2019-09-18 03:42:00.0,13.82,2019-09-18 03:42:00.0,6.63,2019-09-18 03:42:00.0,13.75,2019-09-18 03:42:00.0,12.38
2019-09-18 05:12:00.0,12.32,2019-09-18 04:12:00.0,12.75,2019-09-18 04:12:00.0,13.81,2019-09-18 04:12:00.0,6.63,2019-09-18 04:12:00.0,13.75,2019-09-18 04:12:00.0,12.39
2019-09-18 05:42:00.0,12.32,2019-09-18 04:42:00.0,12.73,2019-09-18 04:42:00.0,13.8,2019-09-18 04:42:00.0,6.64,2019-09-18 04:42:00.0,13.75,2019-09-18 04:42:00.0,12.39
2019-09-18 06:12:14.0,12.3,2019-09-18 05:12:00.0,12.71,2019-09-18 05:12:00.0,13.79,2019-09-18 05:12:00.0,6.64,2019-09-18 05:12:00.0,13.76,2019-09-18 05:12:00.0,12.39
2019-09-18 06:42:14.0,12.29,2019-09-18 05:42:00.0,12.7,2019-09-18 05:42:00.0,13.78,2019-09-18 05:42:00.0,6.65,2019-09-18 05:42:00.0,13.75,2019-09-18 05:42:00.0,12.4
2019-09-18 07:12:14.0,12.29,2019-09-18 06:12:14.0,12.67,2019-09-18 06:12:14.0,13.76,2019-09-18 06:12:14.0,6.65,2019-09-18 06:12:14.0,13.76,2019-09-18 06:12:14.0,12.4
2019-09-18 07:42:14.0,12.28,2019-09-18 06:42:14.0,12.66,2019-09-18 06:42:14.0,13.75,2019-09-18 06:42:14.0,6.66,2019-09-18 06:42:14.0,13.76,2019-09-18 06:42:14.0,12.4
2019-09-18 08:12:14.0,12.26,2019-09-18 07:12:14.0,12.64,2019-09-18 07:12:14.0,13.75,2019-09-18 07:12:14.0,6.66,2019-09-18 07:12:14.0,13.76,2019-09-18 07:12:14.0,12.41
2019-09-18 08:42:14.0,12.25,2019-09-18 07:42:14.0,12.63,2019-09-18 07:42:14.0,13.74,2019-09-18 07:42:14.0,6.67,2019-09-18 07:42:14.0,13.76,2019-09-18 07:42:14.0,12.41
2019-09-18 09:12:22.0,12.25,2019-09-18 08:12:14.0,12.61,2019-09-18 08:12:14.0,13.74,2019-09-18 08:12:14.0,6.67,2019-09-18 08:12:14.0,13.76,2019-09-18 08:12:14.0,12.41
2019-09-18 09:42:22.0,12.25,2019-09-18 08:42:14.0,12.6,2019-09-18 08:42:14.0,13.73,2019-09-18 08:42:14.0,6.67,2019-09-18 08:42:14.0,13.76,2019-09-18 08:42:14.0,12.41
2019-09-18 10:12:22.0,12.25,2019-09-18 09:12:22.0,12.58,2019-09-18 09:12:22.0,13.71,2019-09-18 09:12:22.0,6.67,2019-09-18 09:12:22.0,13.76,2019-09-18 09:12:22.0,12.41
2019-09-18 10:42:22.0,12.25,2019-09-18 09:42:22.0,12.57,2019-09-18 09:42:22.0,13.71,2019-09-18 09:42:22.0,6.68,2019-09-18 09:42:22.0,13.77,2019-09-18 09:42:22.0,12.41
2019-09-18 11:12:22.0,12.21,2019-09-18 10:12:22.0,12.56,2019-09-18 10:12:22.0,13.7,2019-09-18 10:12:22.0,6.68,2019-09-18 10:12:22.0,13.77,2019-09-18 10:12:22.0,12.41
2019-09-18 11:42:22.0,12.18,2019-09-18 10:42:22.0,12.54,2019-09-18 10:42:22.0,13.7,2019-09-18 10:42:22.0,6.69,2019-09-18 10:42:22.0,13.76,2019-09-18 10:42:22.0,12.41
2019-09-18 12:12:32.0,12.15,2019-09-18 11:12:22.0,12.52,2019-09-18 11:12:22.0,13.69,2019-09-18 11:12:22.0,6.69,2019-09-18 11:12:22.0,13.77,2019-09-18 11:12:22.0,12.42
2019-09-18 12:42:32.0,12.12,2019-09-18 11:42:22.0,12.49,2019-09-18 11:42:22.0,13.68,2019-09-18 11:42:22.0,6.69,2019-09-18 11:42:22.0,13.77,2019-09-18 11:42:22.0,12.41
2019-09-18 13:12:32.0,12.07,2019-09-18 12:12:32.0,12.45,2019-09-18 12:12:32.0,13.68,2019-09-18 12:12:32.0,6.7,2019-09-18 12:12:32.0,13.77,2019-09-18 12:12:32.0,12.42
2019-09-18 13:42:32.0,12.01,2019-09-18 12:42:32.0,12.41,2019-09-18 12:42:32.0,13.66,2019-09-18 12:42:32.0,6.7,2019-09-18 12:42:32.0,13.77,2019-09-18 12:42:32.0,12.41
2019-09-18 14:12:32.0,11.94,2019-09-18 13:12:32.0,12.37,2019-09-18 13:12:32.0,13.64,2019-09-18 13:12:32.0,6.71,2019-09-18 13:12:32.0,13.77,2019-09-18 13:12:32.0,12.41
2019-09-18 14:42:32.0,11.88,2019-09-18 13:42:32.0,12.33,2019-09-18 13:42:32.0,13.63,2019-09-18 13:42:32.0,6.71,2019-09-18 13:42:32.0,13.78,2019-09-18 13:42:32.0,12.41
2019-09-18 15:12:44.0,11.81,2019-09-18 14:12:32.0,12.28,2019-09-18 14:12:32.0,13.61,2019-09-18 14:12:32.0,6.71,2019-09-18 14:12:32.0,13.78,2019-09-18 14:12:32.0,12.41
2019-09-18 15:42:44.0,11.75,2019-09-18 14:42:32.0,12.24,2019-09-18 14:42:32.0,13.59,2019-09-18 14:42:32.0,6.71,2019-09-18 14:42:32.0,13.78,2019-09-18 14:42:32.0,12.41
2019-09-18 16:12:44.0,11.69,2019-09-18 15:12:44.0,12.19,2019-09-18 15:12:44.0,13.58,2019-09-18 15:12:44.0,6.71,2019-09-18 15:12:44.0,13.78,2019-09-18 15:12:44.0,12.41
2019-09-18 16:42:44.0,11.62,2019-09-18 15:42:44.0,12.14,2019-09-18 15:42:44.0,13.56,2019-09-18 15:42:44.0,6.71,2019-09-18 15:42:44.0,13.78,2019-09-18 15:42:44.0,12.41
2019-09-18 17:12:44.0,11.57,2019-09-18 16:12:44.0,12.09,2019-09-18 16:12:44.0,13.54,2019-09-18 16:12:44.0,6.71,2019-09-18 16:12:44.0,13.78,2019-09-18 16:12:44.0,12.4
2019-09-18 17:42:44.0,11.51,2019-09-18 16:42:44.0,12.04,2019-09-18 16:42:44.0,13.51,2019-09-18 16:42:44.0,6.7,2019-09-18 16:42:44.0,13.78,2019-09-18 16:42:44.0,12.4
2019-09-18 18:12:54.0,11.46,2019-09-18 17:12:44.0,12,2019-09-18 17:12:44.0,13.5,2019-09-18 17:12:44.0,6.7,2019-09-18 17:12:44.0,13.78,2019-09-18 17:12:44.0,12.4
2019-09-18 18:42:54.0,11.41,2019-09-18 17:42:44.0,11.94,2019-09-18 17:42:44.0,13.47,2019-09-18 17:42:44.0,6.7,2019-09-18 17:42:44.0,13.78,2019-09-18 17:42:44.0,12.4
2019-09-18 19:12:54.0,11.37,2019-09-18 18:12:54.0,11.9,2019-09-18 18:12:54.0,13.45,2019-09-18 18:12:54.0,6.69,2019-09-18 18:12:54.0,13.78,2019-09-18 18:12:54.0,12.4
2019-09-18 19:42:54.0,11.34,2019-09-18 18:42:54.0,11.87,2019-09-18 18:42:54.0,13.43,2019-09-18 18:42:54.0,6.69,2019-09-18 18:42:54.0,13.78,2019-09-18 18:42:54.0,12.4
2019-09-18 20:12:54.0,11.31,2019-09-18 19:12:54.0,11.83,2019-09-18 19:12:54.0,13.43,2019-09-18 19:12:54.0,6.69,2019-09-18 19:12:54.0,13.78,2019-09-18 19:12:54.0,12.4
2019-09-18 20:42:54.0,11.29,2019-09-18 19:42:54.0,11.8,2019-09-18 19:42:54.0,13.41,2019-09-18 19:42:54.0,6.69,2019-09-18 19:42:54.0,13.78,2019-09-18 19:42:54.0,12.4
2019-09-18 21:13:04.0,11.26,2019-09-18 20:12:54.0,11.77,2019-09-18 20:12:54.0,13.4,2019-09-18 20:12:54.0,6.69,2019-09-18 20:12:54.0,13.78,2019-09-18 20:12:54.0,12.4
2019-09-18 21:43:04.0,11.25,2019-09-18 20:42:54.0,11.75,2019-09-18 20:42:54.0,13.39,2019-09-18 20:42:54.0,6.69,2019-09-18 20:42:54.0,13.78,2019-09-18 20:42:54.0,12.41
2019-09-18 22:13:04.0,11.23,2019-09-18 21:13:04.0,11.72,2019-09-18 21:13:04.0,13.37,2019-09-18 21:13:04.0,6.68,2019-09-18 21:13:04.0,13.78,2019-09-18 21:13:04.0,12.4
2019-09-18 22:43:04.0,11.22,2019-09-18 21:43:04.0,11.7,2019-09-18 21:43:04.0,13.37,2019-09-18 21:43:04.0,6.68,2019-09-18 21:43:04.0,13.78,2019-09-18 21:43:04.0,12.4
2019-09-18 23:13:04.0,11.21,2019-09-18 22:13:04.0,11.68,2019-09-18 22:13:04.0,13.35,2019-09-18 22:13:04.0,6.68,2019-09-18 22:13:04.0,13.77,2019-09-18 22:13:04.0,12.4
2019-09-18 23:43:04.0,11.21,2019-09-18 22:43:04.0,11.66,2019-09-18 22:43:04.0,13.35,2019-09-18 22:43:04.0,6.68,2019-09-18 22:43:04.0,13.78,2019-09-18 22:43:04.0,12.4
2019-09-19 00:13:14.0,11.2,2019-09-18 23:13:04.0,11.65,2019-09-18 23:13:04.0,13.34,2019-09-18 23:13:04.0,6.68,2019-09-18 23:13:04.0,13.77,2019-09-18 23:13:04.0,12.4
2019-09-19 00:43:14.0,11.19,2019-09-18 23:43:04.0,11.64,2019-09-18 23:43:04.0,13.33,2019-09-18 23:43:04.0,6.68,2019-09-18 23:43:04.0,13.77,2019-09-18 23:43:04.0,12.41
2019-09-19 01:13:14.0,11.18,2019-09-19 00:13:14.0,11.63,2019-09-19 00:13:14.0,13.33,2019-09-19 00:13:14.0,6.68,2019-09-19 00:13:14.0,13.77,2019-09-19 00:13:14.0,12.4
2019-09-19 01:43:14.0,11.18,2019-09-19 00:43:14.0,11.62,2019-09-19 00:43:14.0,13.32,2019-09-19 00:43:14.0,6.68,2019-09-19 00:43:14.0,13.77,2019-09-19 00:43:14.0,12.4
2019-09-19 02:13:14.0,11.18,2019-09-19 01:13:14.0,11.61,2019-09-19 01:13:14.0,13.32,2019-09-19 01:13:14.0,6.68,2019-09-19 01:13:14.0,13.77,2019-09-19 01:13:14.0,12.4
2019-09-19 02:43:14.0,11.17,2019-09-19 01:43:14.0,11.6,2019-09-19 01:43:14.0,13.31,2019-09-19 01:43:14.0,6.68,2019-09-19 01:43:14.0,13.77,2019-09-19 01:43:14.0,12.4
2019-09-19 03:13:24.0,11.16,2019-09-19 02:13:14.0,11.59,2019-09-19 02:13:14.0,13.3,2019-09-19 02:13:14.0,6.68,2019-09-19 02:13:14.0,13.77,2019-09-19 02:13:14.0,12.4
2019-09-19 03:43:24.0,11.17,2019-09-19 02:43:14.0,11.58,2019-09-19 02:43:14.0,13.3,2019-09-19 02:43:14.0,6.68,2019-09-19 02:43:14.0,13.77,2019-09-19 02:43:14.0,12.4
2019-09-19 04:13:24.0,11.16,2019-09-19 03:13:24.0,11.58,2019-09-19 03:13:24.0,13.29,2019-09-19 03:13:24.0,6.68,2019-09-19 03:13:24.0,13.77,2019-09-19 03:13:24.0,12.41
2019-09-19 04:43:24.0,11.16,2019-09-19 03:43:24.0,11.57,2019-09-19 03:43:24.0,13.3,2019-09-19 03:43:24.0,6.68,2019-09-19 03:43:24.0,13.77,2019-09-19 03:43:24.0,12.41
2019-09-19 05:13:24.0,11.16,2019-09-19 04:13:24.0,11.56,2019-09-19 04:13:24.0,13.28,2019-09-19 04:13:24.0,6.68,2019-09-19 04:13:24.0,13.77,2019-09-19 04:13:24.0,12.41
2019-09-19 05:43:24.0,12.48,2019-09-19 04:43:24.0,11.56,2019-09-19 04:43:24.0,13.29,2019-09-19 04:43:24.0,6.69,2019-09-19 04:43:24.0,13.77,2019-09-19 04:43:24.0,12.41
2019-09-19 06:13:36.0,15.01,2019-09-19 05:13:24.0,11.56,2019-09-19 05:13:24.0,13.28,2019-09-19 05:13:24.0,6.69,2019-09-19 05:13:24.0,13.77,2019-09-19 05:13:24.0,12.41
2019-09-19 06:43:36.0,15.66,2019-09-19 05:43:24.0,11.52,2019-09-19 05:43:24.0,13.26,2019-09-19 05:43:24.0,6.7,2019-09-19 05:43:24.0,13.81,2019-09-19 05:43:24.0,12.53
2019-09-19 07:13:36.0,15.95,2019-09-19 06:13:36.0,11.57,2019-09-19 06:13:36.0,13.27,2019-09-19 06:13:36.0,6.69,2019-09-19 06:13:36.0,13.81,2019-09-19 06:13:36.0,12.52
2019-09-19 07:43:36.0,16.09,2019-09-19 06:43:36.0,11.66,2019-09-19 06:43:36.0,13.27,2019-09-19 06:43:36.0,6.7,2019-09-19 06:43:36.0,13.81,2019-09-19 06:43:36.0,12.51
2019-09-19 08:13:36.0,16.17,2019-09-19 07:13:36.0,11.95,2019-09-19 07:13:36.0,13.27,2019-09-19 07:13:36.0,6.7,2019-09-19 07:13:36.0,13.81,2019-09-19 07:13:36.0,12.5
2019-09-19 08:43:36.0,16.21,2019-09-19 07:43:36.0,12.31,2019-09-19 07:43:36.0,13.27,2019-09-19 07:43:36.0,6.7,2019-09-19 07:43:36.0,13.8,2019-09-19 07:43:36.0,12.5
2019-09-19 09:13:46.0,16.23,2019-09-19 08:13:36.0,12.68,2019-09-19 08:13:36.0,13.26,2019-09-19 08:13:36.0,6.71,2019-09-19 08:13:36.0,13.8,2019-09-19 08:13:36.0,12.5
2019-09-19 09:43:46.0,16.24,2019-09-19 08:43:36.0,13,2019-09-19 08:43:36.0,13.26,2019-09-19 08:43:36.0,6.71,2019-09-19 08:43:36.0,13.8,2019-09-19 08:43:36.0,12.49
2019-09-19 10:13:46.0,16.22,2019-09-19 09:13:46.0,13.27,2019-09-19 09:13:46.0,13.25,2019-09-19 09:13:46.0,6.7,2019-09-19 09:13:46.0,13.8,2019-09-19 09:13:46.0,12.48
2019-09-19 10:43:46.0,16.19,2019-09-19 09:43:46.0,13.49,2019-09-19 09:43:46.0,13.25,2019-09-19 09:43:46.0,6.71,2019-09-19 09:43:46.0,13.8,2019-09-19 09:43:46.0,12.48
2019-09-19 11:13:46.0,16.15,2019-09-19 10:13:46.0,13.64,2019-09-19 10:13:46.0,13.26,2019-09-19 10:13:46.0,6.72,2019-09-19 10:13:46.0,13.8,2019-09-19 10:13:46.0,12.48
2019-09-19 11:43:46.0,16.1,2019-09-19 10:43:46.0,13.75,2019-09-19 10:43:46.0,13.27,2019-09-19 10:43:46.0,6.71,2019-09-19 10:43:46.0,13.8,2019-09-19 10:43:46.0,12.47
2019-09-19 12:13:58.0,16.01,2019-09-19 11:13:46.0,13.84,2019-09-19 11:13:46.0,13.29,2019-09-19 11:13:46.0,6.72,2019-09-19 11:13:46.0,13.8,2019-09-19 11:13:46.0,12.47
2019-09-19 12:43:58.0,15.89,2019-09-19 11:43:46.0,13.9,2019-09-19 11:43:46.0,13.32,2019-09-19 11:43:46.0,6.72,2019-09-19 11:43:46.0,13.8,2019-09-19 11:43:46.0,12.47
2019-09-19 13:13:58.0,15.75,2019-09-19 12:13:58.0,13.96,2019-09-19 12:13:58.0,13.35,2019-09-19 12:13:58.0,6.72,2019-09-19 12:13:58.0,13.8,2019-09-19 12:13:58.0,12.46
2019-09-19 13:43:58.0,15.59,2019-09-19 12:43:58.0,13.98,2019-09-19 12:43:58.0,13.39,2019-09-19 12:43:58.0,6.72,2019-09-19 12:43:58.0,13.8,2019-09-19 12:43:58.0,12.46
2019-09-19 14:13:58.0,15.42,2019-09-19 13:13:58.0,14,2019-09-19 13:13:58.0,13.42,2019-09-19 13:13:58.0,6.72,2019-09-19 13:13:58.0,13.8,2019-09-19 13:13:58.0,12.45
2019-09-19 14:43:58.0,15.23,2019-09-19 13:43:58.0,14,2019-09-19 13:43:58.0,13.45,2019-09-19 13:43:58.0,6.72,2019-09-19 13:43:58.0,13.8,2019-09-19 13:43:58.0,12.45
2019-09-19 15:14:10.0,15.02,2019-09-19 14:13:58.0,13.98,2019-09-19 14:13:58.0,13.47,2019-09-19 14:13:58.0,6.72,2019-09-19 14:13:58.0,13.8,2019-09-19 14:13:58.0,12.44
2019-09-19 15:44:10.0,14.84,2019-09-19 14:43:58.0,13.95,2019-09-19 14:43:58.0,13.48,2019-09-19 14:43:58.0,6.72,2019-09-19 14:43:58.0,13.8,2019-09-19 14:43:58.0,12.44
2019-09-19 16:14:10.0,14.67,2019-09-19 15:14:10.0,13.91,2019-09-19 15:14:10.0,13.5,2019-09-19 15:14:10.0,6.71,2019-09-19 15:14:10.0,13.8,2019-09-19 15:14:10.0,12.44
2019-09-19 16:44:10.0,14.23,2019-09-19 15:44:10.0,13.87,2019-09-19 15:44:10.0,13.5,2019-09-19 15:44:10.0,6.72,2019-09-19 15:44:10.0,13.8,2019-09-19 15:44:10.0,12.44
2019-09-19 17:14:10.0,14.01,2019-09-19 16:14:10.0,13.82,2019-09-19 16:14:10.0,13.51,2019-09-19 16:14:10.0,6.72,2019-09-19 16:14:10.0,13.8,2019-09-19 16:14:10.0,12.44
2019-09-19 17:44:10.0,13.85,2019-09-19 16:44:10.0,13.76,2019-09-19 16:44:10.0,13.51,2019-09-19 16:44:10.0,6.72,2019-09-19 16:44:10.0,13.8,2019-09-19 16:44:10.0,12.44
2019-09-19 18:14:20.0,13.73,2019-09-19 17:14:10.0,13.7,2019-09-19 17:14:10.0,13.51,2019-09-19 17:14:10.0,6.71,2019-09-19 17:14:10.0,13.8,2019-09-19 17:14:10.0,12.44
2019-09-19 18:44:20.0,13.63,2019-09-19 17:44:10.0,13.64,2019-09-19 17:44:10.0,13.5,2019-09-19 17:44:10.0,6.71,2019-09-19 17:44:10.0,13.8,2019-09-19 17:44:10.0,12.44
2019-09-19 19:14:20.0,13.55,2019-09-19 18:14:20.0,13.59,2019-09-19 18:14:20.0,13.5,2019-09-19 18:14:20.0,6.71,2019-09-19 18:14:20.0,13.8,2019-09-19 18:14:20.0,12.44
2019-09-19 19:44:20.0,13.49,2019-09-19 18:44:20.0,13.54,2019-09-19 18:44:20.0,13.5,2019-09-19 18:44:20.0,6.71,2019-09-19 18:44:20.0,13.8,2019-09-19 18:44:20.0,12.45
2019-09-19 20:14:20.0,13.43,2019-09-19 19:14:20.0,13.49,2019-09-19 19:14:20.0,13.5,2019-09-19 19:14:20.0,6.7,2019-09-19 19:14:20.0,13.79,2019-09-19 19:14:20.0,12.45
2019-09-19 20:44:20.0,13.39,2019-09-19 19:44:20.0,13.45,2019-09-19 19:44:20.0,13.5,2019-09-19 19:44:20.0,6.71,2019-09-19 19:44:20.0,13.8,2019-09-19 19:44:20.0,12.45
2019-09-19 21:14:32.0,13.35,2019-09-19 20:14:20.0,13.41,2019-09-19 20:14:20.0,13.5,2019-09-19 20:14:20.0,6.7,2019-09-19 20:14:20.0,13.8,2019-09-19 20:14:20.0,12.45
2019-09-19 21:44:32.0,13.31,2019-09-19 20:44:20.0,13.37,2019-09-19 20:44:20.0,13.5,2019-09-19 20:44:20.0,6.7,2019-09-19 20:44:20.0,13.8,2019-09-19 20:44:20.0,12.45
2019-09-19 22:14:32.0,13.28,2019-09-19 21:14:32.0,13.34,2019-09-19 21:14:32.0,13.5,2019-09-19 21:14:32.0,6.7,2019-09-19 21:14:32.0,13.8,2019-09-19 21:14:32.0,12.45
2019-09-19 22:44:32.0,13.25,2019-09-19 21:44:32.0,13.31,2019-09-19 21:44:32.0,13.51,2019-09-19 21:44:32.0,6.7,2019-09-19 21:44:32.0,13.79,2019-09-19 21:44:32.0,12.45
2019-09-19 23:14:32.0,13.22,2019-09-19 22:14:32.0,13.29,2019-09-19 22:14:32.0,13.5,2019-09-19 22:14:32.0,6.7,2019-09-19 22:14:32.0,13.79,2019-09-19 22:14:32.0,12.45
2019-09-19 23:44:32.0,13.2,2019-09-19 22:44:32.0,13.26,2019-09-19 22:44:32.0,13.51,2019-09-19 22:44:32.0,6.7,2019-09-19 22:44:32.0,13.79,2019-09-19 22:44:32.0,12.45
2019-09-20 00:14:40.0,13.18,2019-09-19 23:14:32.0,13.23,2019-09-19 23:14:32.0,13.51,2019-09-19 23:14:32.0,6.7,2019-09-19 23:14:32.0,13.79,2019-09-19 23:14:32.0,12.45
2019-09-20 00:44:40.0,13.16,2019-09-19 23:44:32.0,13.2,2019-09-19 23:44:32.0,13.51,2019-09-19 23:44:32.0,6.7,2019-09-19 23:44:32.0,13.79,2019-09-19 23:44:32.0,12.45
2019-09-20 01:14:40.0,13.15,2019-09-20 00:14:40.0,13.18,2019-09-20 00:14:40.0,13.51,2019-09-20 00:14:40.0,6.7,2019-09-20 00:14:40.0,13.79,2019-09-20 00:14:40.0,12.46
2019-09-20 01:44:40.0,13.13,2019-09-20 00:44:40.0,13.17,2019-09-20 00:44:40.0,13.51,2019-09-20 00:44:40.0,6.7,2019-09-20 00:44:40.0,13.79,2019-09-20 00:44:40.0,12.46
2019-09-20 02:14:40.0,13.12,2019-09-20 01:14:40.0,13.15,2019-09-20 01:14:40.0,13.52,2019-09-20 01:14:40.0,6.69,2019-09-20 01:14:40.0,13.79,2019-09-20 01:14:40.0,12.45
2019-09-20 02:44:40.0,13.11,2019-09-20 01:44:40.0,13.14,2019-09-20 01:44:40.0,13.52,2019-09-20 01:44:40.0,6.69,2019-09-20 01:44:40.0,13.79,2019-09-20 01:44:40.0,12.46
2019-09-20 03:14:50.0,13.09,2019-09-20 02:14:40.0,13.12,2019-09-20 02:14:40.0,13.52,2019-09-20 02:14:40.0,6.69,2019-09-20 02:14:40.0,13.79,2019-09-20 02:14:40.0,12.46
2019-09-20 03:44:50.0,13.08,2019-09-20 02:44:40.0,13.11,2019-09-20 02:44:40.0,13.52,2019-09-20 02:44:40.0,6.7,2019-09-20 02:44:40.0,13.79,2019-09-20 02:44:40.0,12.46
2019-09-20 04:14:50.0,13.07,2019-09-20 03:14:50.0,13.1,2019-09-20 03:14:50.0,13.53,2019-09-20 03:14:50.0,6.7,2019-09-20 03:14:50.0,13.79,2019-09-20 03:14:50.0,12.46
2019-09-20 04:44:50.0,13.06,2019-09-20 03:44:50.0,13.08,2019-09-20 03:44:50.0,13.53,2019-09-20 03:44:50.0,6.7,2019-09-20 03:44:50.0,13.79,2019-09-20 03:44:50.0,12.46
2019-09-20 05:14:50.0,13.06,2019-09-20 04:14:50.0,13.08,2019-09-20 04:14:50.0,13.53,2019-09-20 04:14:50.0,6.7,2019-09-20 04:14:50.0,13.79,2019-09-20 04:14:50.0,12.46
2019-09-20 05:44:50.0,13.05,2019-09-20 04:44:50.0,13.06,2019-09-20 04:44:50.0,13.54,2019-09-20 04:44:50.0,6.7,2019-09-20 04:44:50.0,13.8,2019-09-20 04:44:50.0,12.46
2019-09-20 06:14:50.0,13.03,2019-09-20 05:14:50.0,13.06,2019-09-20 05:14:50.0,13.54,2019-09-20 05:14:50.0,6.71,2019-09-20 05:14:50.0,13.79,2019-09-20 05:14:50.0,12.46
