1161 Eucaliptos Ligeira - SoilR40 A 10 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 20 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 30 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 40 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 50 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 60 cm #1201[%],
2019-09-02 23:10:58.0,8.99,2019-09-02 23:10:58.0,13.37,2019-09-02 23:10:58.0,12.28,2019-09-02 23:10:58.0,13.14,2019-09-02 23:10:58.0,10.38,2019-09-02 23:10:58.0,8.28
2019-09-02 23:40:58.0,8.99,2019-09-02 23:40:58.0,13.36,2019-09-02 23:40:58.0,12.25,2019-09-02 23:40:58.0,13.14,2019-09-02 23:40:58.0,10.39,2019-09-02 23:40:58.0,8.28
2019-09-03 00:10:58.0,9,2019-09-03 00:10:58.0,13.35,2019-09-03 00:10:58.0,12.25,2019-09-03 00:10:58.0,13.16,2019-09-03 00:10:58.0,10.39,2019-09-03 00:10:58.0,8.28
2019-09-03 00:40:58.0,9.01,2019-09-03 00:40:58.0,13.34,2019-09-03 00:40:58.0,12.27,2019-09-03 00:40:58.0,13.16,2019-09-03 00:40:58.0,10.4,2019-09-03 00:40:58.0,8.28
2019-09-03 01:10:58.0,9.01,2019-09-03 01:10:58.0,13.34,2019-09-03 01:10:58.0,12.27,2019-09-03 01:10:58.0,13.16,2019-09-03 01:10:58.0,10.4,2019-09-03 01:10:58.0,8.28
2019-09-03 01:40:58.0,9.01,2019-09-03 01:40:58.0,13.33,2019-09-03 01:40:58.0,12.27,2019-09-03 01:40:58.0,13.15,2019-09-03 01:40:58.0,10.41,2019-09-03 01:40:58.0,8.29
2019-09-03 02:11:06.0,9.02,2019-09-03 02:11:06.0,13.32,2019-09-03 02:11:06.0,12.24,2019-09-03 02:11:06.0,13.15,2019-09-03 02:11:06.0,10.42,2019-09-03 02:11:06.0,8.29
2019-09-03 02:41:06.0,9.04,2019-09-03 02:41:06.0,13.32,2019-09-03 02:41:06.0,12.26,2019-09-03 02:41:06.0,13.16,2019-09-03 02:41:06.0,10.42,2019-09-03 02:41:06.0,8.3
2019-09-03 03:11:06.0,9.07,2019-09-03 03:11:06.0,13.31,2019-09-03 03:11:06.0,12.26,2019-09-03 03:11:06.0,13.17,2019-09-03 03:11:06.0,10.43,2019-09-03 03:11:06.0,8.29
2019-09-03 03:41:06.0,9.11,2019-09-03 03:41:06.0,13.31,2019-09-03 03:41:06.0,12.26,2019-09-03 03:41:06.0,13.17,2019-09-03 03:41:06.0,10.43,2019-09-03 03:41:06.0,8.3
2019-09-03 04:11:06.0,9.12,2019-09-03 04:11:06.0,13.31,2019-09-03 04:11:06.0,12.26,2019-09-03 04:11:06.0,13.17,2019-09-03 04:11:06.0,10.43,2019-09-03 04:11:06.0,8.3
2019-09-03 04:41:06.0,9.14,2019-09-03 04:41:06.0,13.3,2019-09-03 04:41:06.0,12.26,2019-09-03 04:41:06.0,13.17,2019-09-03 04:41:06.0,10.44,2019-09-03 04:41:06.0,8.31
2019-09-03 05:11:14.0,9.16,2019-09-03 05:11:14.0,13.3,2019-09-03 05:11:14.0,12.25,2019-09-03 05:11:14.0,13.17,2019-09-03 05:11:14.0,10.44,2019-09-03 05:11:14.0,8.31
2019-09-03 05:41:14.0,9.18,2019-09-03 05:41:14.0,13.3,2019-09-03 05:41:14.0,12.25,2019-09-03 05:41:14.0,13.17,2019-09-03 05:41:14.0,10.45,2019-09-03 05:41:14.0,8.31
2019-09-03 06:11:14.0,9.19,2019-09-03 06:11:14.0,13.3,2019-09-03 06:11:14.0,12.26,2019-09-03 06:11:14.0,13.17,2019-09-03 06:11:14.0,10.45,2019-09-03 06:11:14.0,8.32
2019-09-03 06:41:14.0,9.2,2019-09-03 06:41:14.0,13.29,2019-09-03 06:41:14.0,12.26,2019-09-03 06:41:14.0,13.16,2019-09-03 06:41:14.0,10.46,2019-09-03 06:41:14.0,8.32
2019-09-03 07:11:14.0,9.19,2019-09-03 07:11:14.0,13.3,2019-09-03 07:11:14.0,12.25,2019-09-03 07:11:14.0,13.16,2019-09-03 07:11:14.0,10.47,2019-09-03 07:11:14.0,8.33
2019-09-03 07:41:14.0,9.14,2019-09-03 07:41:14.0,13.29,2019-09-03 07:41:14.0,12.24,2019-09-03 07:41:14.0,13.16,2019-09-03 07:41:14.0,10.47,2019-09-03 07:41:14.0,8.32
2019-09-03 08:11:22.0,9.16,2019-09-03 08:11:22.0,13.3,2019-09-03 08:11:22.0,12.25,2019-09-03 08:11:22.0,13.16,2019-09-03 08:11:22.0,10.47,2019-09-03 08:11:22.0,8.32
2019-09-03 08:41:22.0,9.15,2019-09-03 08:41:22.0,13.3,2019-09-03 08:41:22.0,12.27,2019-09-03 08:41:22.0,13.16,2019-09-03 08:41:22.0,10.47,2019-09-03 08:41:22.0,8.33
2019-09-03 09:11:22.0,9.14,2019-09-03 09:11:22.0,13.3,2019-09-03 09:11:22.0,12.25,2019-09-03 09:11:22.0,13.17,2019-09-03 09:11:22.0,10.47,2019-09-03 09:11:22.0,8.33
2019-09-03 09:41:22.0,9.14,2019-09-03 09:41:22.0,13.3,2019-09-03 09:41:22.0,12.27,2019-09-03 09:41:22.0,13.16,2019-09-03 09:41:22.0,10.48,2019-09-03 09:41:22.0,8.34
2019-09-03 10:11:22.0,9.14,2019-09-03 10:11:22.0,13.3,2019-09-03 10:11:22.0,12.23,2019-09-03 10:11:22.0,13.13,2019-09-03 10:11:22.0,10.48,2019-09-03 10:11:22.0,8.35
2019-09-03 10:41:22.0,9.18,2019-09-03 10:41:22.0,13.29,2019-09-03 10:41:22.0,12.18,2019-09-03 10:41:22.0,13.11,2019-09-03 10:41:22.0,10.48,2019-09-03 10:41:22.0,8.35
2019-09-03 11:11:34.0,9.16,2019-09-03 11:11:34.0,13.28,2019-09-03 11:11:34.0,12.17,2019-09-03 11:11:34.0,13.12,2019-09-03 11:11:34.0,10.49,2019-09-03 11:11:34.0,8.35
2019-09-03 11:41:34.0,9.21,2019-09-03 11:41:34.0,13.27,2019-09-03 11:41:34.0,12.16,2019-09-03 11:41:34.0,13.12,2019-09-03 11:41:34.0,10.49,2019-09-03 11:41:34.0,8.35
2019-09-03 12:11:34.0,9.15,2019-09-03 12:11:34.0,13.27,2019-09-03 12:11:34.0,12.15,2019-09-03 12:11:34.0,13.14,2019-09-03 12:11:34.0,10.5,2019-09-03 12:11:34.0,8.35
2019-09-03 12:41:34.0,9.12,2019-09-03 12:41:34.0,13.26,2019-09-03 12:41:34.0,12.15,2019-09-03 12:41:34.0,13.13,2019-09-03 12:41:34.0,10.5,2019-09-03 12:41:34.0,8.36
2019-09-03 13:11:34.0,9.04,2019-09-03 13:11:34.0,13.26,2019-09-03 13:11:34.0,12.15,2019-09-03 13:11:34.0,13.13,2019-09-03 13:11:34.0,10.5,2019-09-03 13:11:34.0,8.36
2019-09-03 13:41:34.0,9,2019-09-03 13:41:34.0,13.26,2019-09-03 13:41:34.0,12.14,2019-09-03 13:41:34.0,13.14,2019-09-03 13:41:34.0,10.5,2019-09-03 13:41:34.0,8.37
2019-09-03 14:11:44.0,8.94,2019-09-03 14:11:44.0,13.26,2019-09-03 14:11:44.0,12.14,2019-09-03 14:11:44.0,13.13,2019-09-03 14:11:44.0,10.51,2019-09-03 14:11:44.0,8.36
2019-09-03 14:41:44.0,8.92,2019-09-03 14:41:44.0,13.26,2019-09-03 14:41:44.0,12.13,2019-09-03 14:41:44.0,13.13,2019-09-03 14:41:44.0,10.51,2019-09-03 14:41:44.0,8.37
2019-09-03 15:11:44.0,8.9,2019-09-03 15:11:44.0,13.27,2019-09-03 15:11:44.0,12.11,2019-09-03 15:11:44.0,13.12,2019-09-03 15:11:44.0,10.51,2019-09-03 15:11:44.0,8.37
2019-09-03 15:41:44.0,8.87,2019-09-03 15:41:44.0,13.26,2019-09-03 15:41:44.0,12.1,2019-09-03 15:41:44.0,13.12,2019-09-03 15:41:44.0,10.51,2019-09-03 15:41:44.0,8.37
2019-09-03 16:11:44.0,8.86,2019-09-03 16:11:44.0,13.25,2019-09-03 16:11:44.0,12.09,2019-09-03 16:11:44.0,13.12,2019-09-03 16:11:44.0,10.51,2019-09-03 16:11:44.0,8.37
2019-09-03 16:41:44.0,8.84,2019-09-03 16:41:44.0,13.23,2019-09-03 16:41:44.0,12.08,2019-09-03 16:41:44.0,13.13,2019-09-03 16:41:44.0,10.51,2019-09-03 16:41:44.0,8.37
2019-09-03 17:11:54.0,8.83,2019-09-03 17:11:54.0,13.21,2019-09-03 17:11:54.0,12.06,2019-09-03 17:11:54.0,13.12,2019-09-03 17:11:54.0,10.52,2019-09-03 17:11:54.0,8.37
2019-09-03 17:41:54.0,8.82,2019-09-03 17:41:54.0,13.18,2019-09-03 17:41:54.0,12.05,2019-09-03 17:41:54.0,13.11,2019-09-03 17:41:54.0,10.51,2019-09-03 17:41:54.0,8.37
2019-09-03 18:11:54.0,8.8,2019-09-03 18:11:54.0,13.16,2019-09-03 18:11:54.0,12.03,2019-09-03 18:11:54.0,13.1,2019-09-03 18:11:54.0,10.51,2019-09-03 18:11:54.0,8.38
2019-09-03 18:41:54.0,8.78,2019-09-03 18:41:54.0,13.13,2019-09-03 18:41:54.0,12.02,2019-09-03 18:41:54.0,13.1,2019-09-03 18:41:54.0,10.5,2019-09-03 18:41:54.0,8.38
2019-09-03 19:11:54.0,8.75,2019-09-03 19:11:54.0,13.11,2019-09-03 19:11:54.0,12,2019-09-03 19:11:54.0,13.09,2019-09-03 19:11:54.0,10.5,2019-09-03 19:11:54.0,8.38
2019-09-03 19:41:54.0,8.73,2019-09-03 19:41:54.0,13.09,2019-09-03 19:41:54.0,11.99,2019-09-03 19:41:54.0,13.09,2019-09-03 19:41:54.0,10.5,2019-09-03 19:41:54.0,8.38
2019-09-03 20:12:04.0,8.71,2019-09-03 20:12:04.0,13.08,2019-09-03 20:12:04.0,11.98,2019-09-03 20:12:04.0,13.08,2019-09-03 20:12:04.0,10.5,2019-09-03 20:12:04.0,8.38
2019-09-03 20:42:04.0,8.69,2019-09-03 20:42:04.0,13.07,2019-09-03 20:42:04.0,11.96,2019-09-03 20:42:04.0,13.08,2019-09-03 20:42:04.0,10.5,2019-09-03 20:42:04.0,8.39
2019-09-03 21:12:04.0,8.67,2019-09-03 21:12:04.0,13.06,2019-09-03 21:12:04.0,11.95,2019-09-03 21:12:04.0,13.07,2019-09-03 21:12:04.0,10.49,2019-09-03 21:12:04.0,8.39
2019-09-03 21:42:04.0,8.71,2019-09-03 21:42:04.0,13.19,2019-09-03 21:42:04.0,11.91,2019-09-03 21:42:04.0,13.08,2019-09-03 21:42:04.0,10.54,2019-09-03 21:42:04.0,8.47
2019-09-03 22:12:04.0,9.24,2019-09-03 22:12:04.0,13.25,2019-09-03 22:12:04.0,11.9,2019-09-03 22:12:04.0,13.06,2019-09-03 22:12:04.0,10.55,2019-09-03 22:12:04.0,8.49
2019-09-03 22:42:04.0,9.48,2019-09-03 22:42:04.0,13.31,2019-09-03 22:42:04.0,11.9,2019-09-03 22:42:04.0,13.06,2019-09-03 22:42:04.0,10.54,2019-09-03 22:42:04.0,8.48
2019-09-03 23:12:14.0,9.62,2019-09-03 23:12:14.0,13.4,2019-09-03 23:12:14.0,11.92,2019-09-03 23:12:14.0,13.06,2019-09-03 23:12:14.0,10.54,2019-09-03 23:12:14.0,8.48
2019-09-03 23:42:14.0,9.73,2019-09-03 23:42:14.0,13.52,2019-09-03 23:42:14.0,11.96,2019-09-03 23:42:14.0,13.06,2019-09-03 23:42:14.0,10.53,2019-09-03 23:42:14.0,8.48
2019-09-04 00:12:14.0,9.82,2019-09-04 00:12:14.0,13.63,2019-09-04 00:12:14.0,12.04,2019-09-04 00:12:14.0,13.06,2019-09-04 00:12:14.0,10.53,2019-09-04 00:12:14.0,8.48
2019-09-04 00:42:14.0,9.89,2019-09-04 00:42:14.0,13.71,2019-09-04 00:42:14.0,12.12,2019-09-04 00:42:14.0,13.08,2019-09-04 00:42:14.0,10.53,2019-09-04 00:42:14.0,8.48
2019-09-04 01:12:14.0,9.95,2019-09-04 01:12:14.0,13.77,2019-09-04 01:12:14.0,12.22,2019-09-04 01:12:14.0,13.09,2019-09-04 01:12:14.0,10.53,2019-09-04 01:12:14.0,8.48
2019-09-04 01:42:14.0,10,2019-09-04 01:42:14.0,13.82,2019-09-04 01:42:14.0,12.29,2019-09-04 01:42:14.0,13.13,2019-09-04 01:42:14.0,10.53,2019-09-04 01:42:14.0,8.48
2019-09-04 02:12:26.0,10.05,2019-09-04 02:12:26.0,13.85,2019-09-04 02:12:26.0,12.35,2019-09-04 02:12:26.0,13.17,2019-09-04 02:12:26.0,10.52,2019-09-04 02:12:26.0,8.48
2019-09-04 02:42:26.0,10.1,2019-09-04 02:42:26.0,13.87,2019-09-04 02:42:26.0,12.45,2019-09-04 02:42:26.0,13.18,2019-09-04 02:42:26.0,10.53,2019-09-04 02:42:26.0,8.48
2019-09-04 03:12:26.0,10.15,2019-09-04 03:12:26.0,13.89,2019-09-04 03:12:26.0,12.52,2019-09-04 03:12:26.0,13.22,2019-09-04 03:12:26.0,10.54,2019-09-04 03:12:26.0,8.48
2019-09-04 03:42:26.0,10.18,2019-09-04 03:42:26.0,13.9,2019-09-04 03:42:26.0,12.56,2019-09-04 03:42:26.0,13.26,2019-09-04 03:42:26.0,10.55,2019-09-04 03:42:26.0,8.48
2019-09-04 04:12:26.0,10.22,2019-09-04 04:12:26.0,13.9,2019-09-04 04:12:26.0,12.61,2019-09-04 04:12:26.0,13.28,2019-09-04 04:12:26.0,10.55,2019-09-04 04:12:26.0,8.48
2019-09-04 04:42:26.0,10.25,2019-09-04 04:42:26.0,13.9,2019-09-04 04:42:26.0,12.65,2019-09-04 04:42:26.0,13.32,2019-09-04 04:42:26.0,10.57,2019-09-04 04:42:26.0,8.49
2019-09-04 05:12:36.0,10.28,2019-09-04 05:12:36.0,13.9,2019-09-04 05:12:36.0,12.7,2019-09-04 05:12:36.0,13.34,2019-09-04 05:12:36.0,10.58,2019-09-04 05:12:36.0,8.49
2019-09-04 05:42:34.0,10.3,2019-09-04 05:42:34.0,13.9,2019-09-04 05:42:34.0,12.75,2019-09-04 05:42:34.0,13.35,2019-09-04 05:42:34.0,10.6,2019-09-04 05:42:34.0,8.49
2019-09-04 06:12:34.0,10.33,2019-09-04 06:12:34.0,13.91,2019-09-04 06:12:34.0,12.77,2019-09-04 06:12:34.0,13.38,2019-09-04 06:12:34.0,10.62,2019-09-04 06:12:34.0,8.49
2019-09-04 06:42:34.0,10.36,2019-09-04 06:42:34.0,13.93,2019-09-04 06:42:34.0,12.82,2019-09-04 06:42:34.0,13.4,2019-09-04 06:42:34.0,10.64,2019-09-04 06:42:34.0,8.5
2019-09-04 07:12:34.0,10.38,2019-09-04 07:12:34.0,13.94,2019-09-04 07:12:34.0,12.85,2019-09-04 07:12:34.0,13.43,2019-09-04 07:12:34.0,10.66,2019-09-04 07:12:34.0,8.5
2019-09-04 07:42:34.0,10.4,2019-09-04 07:42:34.0,13.96,2019-09-04 07:42:34.0,12.87,2019-09-04 07:42:34.0,13.45,2019-09-04 07:42:34.0,10.68,2019-09-04 07:42:34.0,8.51
2019-09-04 08:12:42.0,10.42,2019-09-04 08:12:42.0,13.97,2019-09-04 08:12:42.0,12.9,2019-09-04 08:12:42.0,13.48,2019-09-04 08:12:42.0,10.69,2019-09-04 08:12:42.0,8.51
2019-09-04 08:42:42.0,10.48,2019-09-04 08:42:42.0,13.99,2019-09-04 08:42:42.0,12.93,2019-09-04 08:42:42.0,13.49,2019-09-04 08:42:42.0,10.71,2019-09-04 08:42:42.0,8.51
2019-09-04 09:12:42.0,10.5,2019-09-04 09:12:42.0,14.01,2019-09-04 09:12:42.0,12.95,2019-09-04 09:12:42.0,13.51,2019-09-04 09:12:42.0,10.72,2019-09-04 09:12:42.0,8.52
2019-09-04 09:42:42.0,10.5,2019-09-04 09:42:42.0,14.02,2019-09-04 09:42:42.0,12.96,2019-09-04 09:42:42.0,13.52,2019-09-04 09:42:42.0,10.73,2019-09-04 09:42:42.0,8.52
2019-09-04 10:12:42.0,10.49,2019-09-04 10:12:42.0,14.03,2019-09-04 10:12:42.0,12.98,2019-09-04 10:12:42.0,13.54,2019-09-04 10:12:42.0,10.73,2019-09-04 10:12:42.0,8.53
2019-09-04 10:42:42.0,10.48,2019-09-04 10:42:42.0,14.02,2019-09-04 10:42:42.0,12.99,2019-09-04 10:42:42.0,13.55,2019-09-04 10:42:42.0,10.74,2019-09-04 10:42:42.0,8.53
2019-09-04 11:12:52.0,10.44,2019-09-04 11:12:52.0,14.02,2019-09-04 11:12:52.0,13,2019-09-04 11:12:52.0,13.57,2019-09-04 11:12:52.0,10.75,2019-09-04 11:12:52.0,8.53
2019-09-04 11:42:52.0,10.43,2019-09-04 11:42:52.0,14.01,2019-09-04 11:42:52.0,13.01,2019-09-04 11:42:52.0,13.58,2019-09-04 11:42:52.0,10.76,2019-09-04 11:42:52.0,8.54
2019-09-04 12:12:52.0,10.39,2019-09-04 12:12:52.0,14,2019-09-04 12:12:52.0,13.01,2019-09-04 12:12:52.0,13.6,2019-09-04 12:12:52.0,10.76,2019-09-04 12:12:52.0,8.55
2019-09-04 12:42:52.0,10.34,2019-09-04 12:42:52.0,13.98,2019-09-04 12:42:52.0,13.01,2019-09-04 12:42:52.0,13.61,2019-09-04 12:42:52.0,10.77,2019-09-04 12:42:52.0,8.55
2019-09-04 13:12:52.0,10.28,2019-09-04 13:12:52.0,13.96,2019-09-04 13:12:52.0,13.01,2019-09-04 13:12:52.0,13.63,2019-09-04 13:12:52.0,10.78,2019-09-04 13:12:52.0,8.56
2019-09-04 13:42:52.0,10.25,2019-09-04 13:42:52.0,13.95,2019-09-04 13:42:52.0,13.01,2019-09-04 13:42:52.0,13.64,2019-09-04 13:42:52.0,10.78,2019-09-04 13:42:52.0,8.56
2019-09-04 14:13:02.0,10.21,2019-09-04 14:13:02.0,13.93,2019-09-04 14:13:02.0,12.99,2019-09-04 14:13:02.0,13.65,2019-09-04 14:13:02.0,10.79,2019-09-04 14:13:02.0,8.57
2019-09-04 14:43:02.0,10.2,2019-09-04 14:43:02.0,13.94,2019-09-04 14:43:02.0,12.98,2019-09-04 14:43:02.0,13.65,2019-09-04 14:43:02.0,10.8,2019-09-04 14:43:02.0,8.58
2019-09-04 15:13:02.0,10.17,2019-09-04 15:13:02.0,13.96,2019-09-04 15:13:02.0,12.97,2019-09-04 15:13:02.0,13.65,2019-09-04 15:13:02.0,10.8,2019-09-04 15:13:02.0,8.58
2019-09-04 15:43:02.0,10.15,2019-09-04 15:43:02.0,13.98,2019-09-04 15:43:02.0,12.95,2019-09-04 15:43:02.0,13.65,2019-09-04 15:43:02.0,10.81,2019-09-04 15:43:02.0,8.58
2019-09-04 16:13:02.0,10.14,2019-09-04 16:13:02.0,14.01,2019-09-04 16:13:02.0,12.94,2019-09-04 16:13:02.0,13.65,2019-09-04 16:13:02.0,10.82,2019-09-04 16:13:02.0,8.59
2019-09-04 16:43:02.0,10.12,2019-09-04 16:43:02.0,14.02,2019-09-04 16:43:02.0,12.91,2019-09-04 16:43:02.0,13.66,2019-09-04 16:43:02.0,10.82,2019-09-04 16:43:02.0,8.59
2019-09-04 17:13:12.0,10.12,2019-09-04 17:13:12.0,14.02,2019-09-04 17:13:12.0,12.89,2019-09-04 17:13:12.0,13.65,2019-09-04 17:13:12.0,10.82,2019-09-04 17:13:12.0,8.6
2019-09-04 17:43:12.0,10.11,2019-09-04 17:43:12.0,14.03,2019-09-04 17:43:12.0,12.87,2019-09-04 17:43:12.0,13.65,2019-09-04 17:43:12.0,10.83,2019-09-04 17:43:12.0,8.61
2019-09-04 18:13:12.0,10.09,2019-09-04 18:13:12.0,14.03,2019-09-04 18:13:12.0,12.85,2019-09-04 18:13:12.0,13.65,2019-09-04 18:13:12.0,10.83,2019-09-04 18:13:12.0,8.61
2019-09-04 18:43:12.0,10.08,2019-09-04 18:43:12.0,14.02,2019-09-04 18:43:12.0,12.83,2019-09-04 18:43:12.0,13.65,2019-09-04 18:43:12.0,10.84,2019-09-04 18:43:12.0,8.62
2019-09-04 19:13:12.0,10.07,2019-09-04 19:13:12.0,14.02,2019-09-04 19:13:12.0,12.81,2019-09-04 19:13:12.0,13.64,2019-09-04 19:13:12.0,10.84,2019-09-04 19:13:12.0,8.63
2019-09-04 19:43:12.0,10.06,2019-09-04 19:43:12.0,14.01,2019-09-04 19:43:12.0,12.79,2019-09-04 19:43:12.0,13.64,2019-09-04 19:43:12.0,10.84,2019-09-04 19:43:12.0,8.63
2019-09-04 20:13:20.0,10.04,2019-09-04 20:13:20.0,14,2019-09-04 20:13:20.0,12.78,2019-09-04 20:13:20.0,13.63,2019-09-04 20:13:20.0,10.84,2019-09-04 20:13:20.0,8.64
2019-09-04 20:43:20.0,10.03,2019-09-04 20:43:20.0,13.99,2019-09-04 20:43:20.0,12.77,2019-09-04 20:43:20.0,13.63,2019-09-04 20:43:20.0,10.85,2019-09-04 20:43:20.0,8.65
2019-09-04 21:13:20.0,10.02,2019-09-04 21:13:20.0,13.98,2019-09-04 21:13:20.0,12.77,2019-09-04 21:13:20.0,13.62,2019-09-04 21:13:20.0,10.85,2019-09-04 21:13:20.0,8.65
2019-09-04 21:43:20.0,10.02,2019-09-04 21:43:20.0,13.98,2019-09-04 21:43:20.0,12.76,2019-09-04 21:43:20.0,13.61,2019-09-04 21:43:20.0,10.85,2019-09-04 21:43:20.0,8.66
2019-09-04 22:13:20.0,10,2019-09-04 22:13:20.0,13.97,2019-09-04 22:13:20.0,12.77,2019-09-04 22:13:20.0,13.62,2019-09-04 22:13:20.0,10.85,2019-09-04 22:13:20.0,8.66
2019-09-04 22:43:20.0,10.01,2019-09-04 22:43:20.0,13.96,2019-09-04 22:43:20.0,12.78,2019-09-04 22:43:20.0,13.61,2019-09-04 22:43:20.0,10.85,2019-09-04 22:43:20.0,8.67
2019-09-04 23:13:30.0,10.03,2019-09-04 23:13:30.0,13.96,2019-09-04 23:13:30.0,12.77,2019-09-04 23:13:30.0,13.61,2019-09-04 23:13:30.0,10.85,2019-09-04 23:13:30.0,8.68
2019-09-04 23:43:30.0,10.04,2019-09-04 23:43:30.0,13.96,2019-09-04 23:43:30.0,12.77,2019-09-04 23:43:30.0,13.6,2019-09-04 23:43:30.0,10.85,2019-09-04 23:43:30.0,8.68
2019-09-05 00:13:30.0,10.05,2019-09-05 00:13:30.0,13.97,2019-09-05 00:13:30.0,12.79,2019-09-05 00:13:30.0,13.6,2019-09-05 00:13:30.0,10.86,2019-09-05 00:13:30.0,8.69
2019-09-05 00:43:30.0,10.06,2019-09-05 00:43:30.0,13.95,2019-09-05 00:43:30.0,12.8,2019-09-05 00:43:30.0,13.6,2019-09-05 00:43:30.0,10.86,2019-09-05 00:43:30.0,8.7
2019-09-05 01:13:30.0,10.09,2019-09-05 01:13:30.0,13.95,2019-09-05 01:13:30.0,12.8,2019-09-05 01:13:30.0,13.59,2019-09-05 01:13:30.0,10.85,2019-09-05 01:13:30.0,8.69
2019-09-05 01:43:30.0,10.13,2019-09-05 01:43:30.0,13.95,2019-09-05 01:43:30.0,12.77,2019-09-05 01:43:30.0,13.59,2019-09-05 01:43:30.0,10.86,2019-09-05 01:43:30.0,8.7
2019-09-05 02:13:30.0,10.16,2019-09-05 02:13:30.0,13.95,2019-09-05 02:13:30.0,12.8,2019-09-05 02:13:30.0,13.59,2019-09-05 02:13:30.0,10.86,2019-09-05 02:13:30.0,8.71
2019-09-05 02:43:36.0,10.2,2019-09-05 02:43:36.0,13.94,2019-09-05 02:43:36.0,12.76,2019-09-05 02:43:36.0,13.6,2019-09-05 02:43:36.0,10.86,2019-09-05 02:43:36.0,8.71
2019-09-05 03:13:36.0,10.2,2019-09-05 03:13:36.0,13.92,2019-09-05 03:13:36.0,12.75,2019-09-05 03:13:36.0,13.59,2019-09-05 03:13:36.0,10.86,2019-09-05 03:13:36.0,8.71
2019-09-05 03:43:36.0,10.26,2019-09-05 03:43:36.0,13.93,2019-09-05 03:43:36.0,12.77,2019-09-05 03:43:36.0,13.61,2019-09-05 03:43:36.0,10.86,2019-09-05 03:43:36.0,8.71
2019-09-05 04:13:36.0,10.29,2019-09-05 04:13:36.0,13.94,2019-09-05 04:13:36.0,12.76,2019-09-05 04:13:36.0,13.63,2019-09-05 04:13:36.0,10.86,2019-09-05 04:13:36.0,8.72
2019-09-05 04:43:36.0,10.3,2019-09-05 04:43:36.0,13.94,2019-09-05 04:43:36.0,12.79,2019-09-05 04:43:36.0,13.62,2019-09-05 04:43:36.0,10.86,2019-09-05 04:43:36.0,8.72
2019-09-05 05:13:36.0,10.31,2019-09-05 05:13:36.0,13.94,2019-09-05 05:13:36.0,12.77,2019-09-05 05:13:36.0,13.62,2019-09-05 05:13:36.0,10.86,2019-09-05 05:13:36.0,8.73
2019-09-05 05:43:44.0,10.31,2019-09-05 05:43:44.0,13.92,2019-09-05 05:43:44.0,12.75,2019-09-05 05:43:44.0,13.63,2019-09-05 05:43:44.0,10.86,2019-09-05 05:43:44.0,8.73
2019-09-05 06:13:44.0,10.32,2019-09-05 06:13:44.0,13.94,2019-09-05 06:13:44.0,12.74,2019-09-05 06:13:44.0,13.63,2019-09-05 06:13:44.0,10.86,2019-09-05 06:13:44.0,8.74
2019-09-05 06:43:44.0,10.32,2019-09-05 06:43:44.0,13.94,2019-09-05 06:43:44.0,12.77,2019-09-05 06:43:44.0,13.63,2019-09-05 06:43:44.0,10.86,2019-09-05 06:43:44.0,8.74
2019-09-05 07:13:44.0,10.37,2019-09-05 07:13:44.0,13.81,2019-09-05 07:13:44.0,12.77,2019-09-05 07:13:44.0,13.69,2019-09-05 07:13:44.0,10.89,2019-09-05 07:13:44.0,8.82
2019-09-05 07:43:44.0,10.69,2019-09-05 07:43:44.0,13.77,2019-09-05 07:43:44.0,12.75,2019-09-05 07:43:44.0,13.66,2019-09-05 07:43:44.0,10.89,2019-09-05 07:43:44.0,8.82
2019-09-05 08:13:44.0,10.86,2019-09-05 08:13:44.0,13.81,2019-09-05 08:13:44.0,12.72,2019-09-05 08:13:44.0,13.65,2019-09-05 08:13:44.0,10.89,2019-09-05 08:13:44.0,8.82
2019-09-05 08:43:56.0,10.98,2019-09-05 08:43:56.0,13.94,2019-09-05 08:43:56.0,12.77,2019-09-05 08:43:56.0,13.57,2019-09-05 08:43:56.0,10.91,2019-09-05 08:43:56.0,8.82
2019-09-05 09:13:56.0,11.07,2019-09-05 09:13:56.0,14.11,2019-09-05 09:13:56.0,12.77,2019-09-05 09:13:56.0,13.58,2019-09-05 09:13:56.0,10.91,2019-09-05 09:13:56.0,8.82
2019-09-05 09:43:56.0,11.14,2019-09-05 09:43:56.0,14.27,2019-09-05 09:43:56.0,12.87,2019-09-05 09:43:56.0,13.59,2019-09-05 09:43:56.0,10.9,2019-09-05 09:43:56.0,8.82
2019-09-05 10:13:56.0,11.19,2019-09-05 10:13:56.0,14.37,2019-09-05 10:13:56.0,12.95,2019-09-05 10:13:56.0,13.61,2019-09-05 10:13:56.0,10.9,2019-09-05 10:13:56.0,8.82
2019-09-05 10:43:56.0,11.22,2019-09-05 10:43:56.0,14.46,2019-09-05 10:43:56.0,13.03,2019-09-05 10:43:56.0,13.63,2019-09-05 10:43:56.0,10.9,2019-09-05 10:43:56.0,8.82
2019-09-05 11:13:56.0,11.25,2019-09-05 11:13:56.0,14.53,2019-09-05 11:13:56.0,13.1,2019-09-05 11:13:56.0,13.64,2019-09-05 11:13:56.0,10.9,2019-09-05 11:13:56.0,8.82
