1167 Eucaliptos Sul - SoilR40 A 10 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 20 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 30 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 40 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 50 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 60 cm #1201[%],
2020-09-22 08:19:58.0,7.81,2020-09-22 13:20:18.0,8.33,2020-09-22 05:49:52.0,13.26,2020-09-22 02:19:42.0,15.22,2020-09-22 02:49:42.0,16.33,2020-09-22 02:49:42.0,12.48
2020-09-22 08:49:58.0,7.81,2020-09-22 13:50:18.0,8.32,2020-09-22 06:19:52.0,13.26,2020-09-22 02:49:42.0,15.22,2020-09-22 03:19:42.0,16.32,2020-09-22 03:19:42.0,12.48
2020-09-22 09:19:58.0,7.81,2020-09-22 14:20:18.0,8.32,2020-09-22 06:49:58.0,13.26,2020-09-22 03:19:42.0,15.21,2020-09-22 03:49:52.0,16.33,2020-09-22 03:49:52.0,12.47
2020-09-22 09:50:20.0,7.82,2020-09-22 14:50:18.0,8.31,2020-09-22 07:19:58.0,13.25,2020-09-22 03:49:52.0,15.22,2020-09-22 04:19:52.0,16.32,2020-09-22 04:19:52.0,12.47
2020-09-22 10:20:06.0,7.82,2020-09-22 15:20:18.0,8.3,2020-09-22 07:49:58.0,13.26,2020-09-22 04:19:52.0,15.22,2020-09-22 04:49:52.0,16.32,2020-09-22 04:49:52.0,12.48
2020-09-22 10:50:06.0,7.82,2020-09-22 15:50:18.0,8.3,2020-09-22 08:19:58.0,13.25,2020-09-22 04:49:52.0,15.22,2020-09-22 05:19:52.0,16.32,2020-09-22 05:19:52.0,12.48
2020-09-22 11:20:06.0,7.82,2020-09-22 16:20:28.0,8.29,2020-09-22 08:49:58.0,13.24,2020-09-22 05:19:52.0,15.21,2020-09-22 05:49:52.0,16.32,2020-09-22 05:49:52.0,12.48
2020-09-22 11:50:06.0,7.82,2020-09-22 16:50:28.0,8.28,2020-09-22 09:19:58.0,13.24,2020-09-22 05:49:52.0,15.21,2020-09-22 06:19:52.0,16.32,2020-09-22 06:19:52.0,12.47
2020-09-22 12:20:06.0,7.82,2020-09-22 17:20:28.0,8.27,2020-09-22 09:50:20.0,13.25,2020-09-22 06:19:52.0,15.21,2020-09-22 06:49:58.0,16.35,2020-09-22 06:49:58.0,12.47
2020-09-22 12:50:06.0,7.83,2020-09-22 17:50:28.0,8.26,2020-09-22 10:20:06.0,13.24,2020-09-22 06:49:58.0,15.21,2020-09-22 07:19:58.0,16.32,2020-09-22 07:19:58.0,12.47
2020-09-22 13:20:18.0,7.82,2020-09-22 18:20:28.0,8.25,2020-09-22 10:50:06.0,13.24,2020-09-22 07:19:58.0,15.21,2020-09-22 07:49:58.0,16.33,2020-09-22 07:49:58.0,12.48
2020-09-22 13:50:18.0,7.82,2020-09-22 18:50:28.0,8.24,2020-09-22 11:20:06.0,13.24,2020-09-22 07:49:58.0,15.21,2020-09-22 08:19:58.0,16.24,2020-09-22 08:19:58.0,12.48
2020-09-22 14:20:18.0,7.82,2020-09-22 19:20:38.0,8.23,2020-09-22 11:50:06.0,13.23,2020-09-22 08:19:58.0,15.21,2020-09-22 08:49:58.0,16.28,2020-09-22 08:49:58.0,12.47
2020-09-22 14:50:18.0,7.81,2020-09-22 19:50:38.0,8.23,2020-09-22 12:20:06.0,13.23,2020-09-22 08:49:58.0,15.21,2020-09-22 09:19:58.0,16.28,2020-09-22 09:19:58.0,12.48
2020-09-22 15:20:18.0,7.81,2020-09-22 20:20:38.0,8.22,2020-09-22 12:50:06.0,13.23,2020-09-22 09:19:58.0,15.21,2020-09-22 09:50:20.0,16.31,2020-09-22 09:50:20.0,12.47
2020-09-22 15:50:18.0,7.8,2020-09-22 20:50:38.0,8.22,2020-09-22 13:20:18.0,13.23,2020-09-22 09:50:20.0,15.21,2020-09-22 10:20:06.0,16.42,2020-09-22 10:20:06.0,12.47
2020-09-22 16:20:28.0,7.79,2020-09-22 21:20:38.0,8.21,2020-09-22 13:50:18.0,13.22,2020-09-22 10:20:06.0,15.21,2020-09-22 10:50:06.0,16.49,2020-09-22 10:50:06.0,12.47
2020-09-22 16:50:28.0,7.78,2020-09-22 21:50:38.0,8.21,2020-09-22 14:20:18.0,13.22,2020-09-22 10:50:06.0,15.21,2020-09-22 11:20:06.0,16.47,2020-09-22 11:20:06.0,12.47
2020-09-22 17:20:28.0,7.78,2020-09-22 22:20:48.0,8.2,2020-09-22 14:50:18.0,13.21,2020-09-22 11:20:06.0,15.21,2020-09-22 11:50:06.0,16.48,2020-09-22 11:50:06.0,12.47
2020-09-22 17:50:28.0,7.78,2020-09-22 22:50:48.0,8.2,2020-09-22 15:20:18.0,13.21,2020-09-22 11:50:06.0,15.21,2020-09-22 12:20:06.0,16.46,2020-09-22 12:20:06.0,12.47
2020-09-22 18:20:28.0,7.77,2020-09-22 23:20:48.0,8.19,2020-09-22 15:50:18.0,13.2,2020-09-22 12:20:06.0,15.21,2020-09-22 12:50:06.0,16.37,2020-09-22 12:50:06.0,12.48
2020-09-22 18:50:28.0,7.76,2020-09-22 23:50:48.0,8.19,2020-09-22 16:20:28.0,13.19,2020-09-22 12:50:06.0,15.21,2020-09-22 13:20:18.0,16.42,2020-09-22 13:20:18.0,12.48
2020-09-22 19:20:38.0,7.76,2020-09-23 00:20:48.0,8.19,2020-09-22 16:50:28.0,13.19,2020-09-22 13:20:18.0,15.21,2020-09-22 13:50:18.0,16.44,2020-09-22 13:50:18.0,12.47
2020-09-22 19:50:38.0,7.77,2020-09-23 00:50:48.0,8.19,2020-09-22 17:20:28.0,13.18,2020-09-22 13:50:18.0,15.21,2020-09-22 14:20:18.0,16.42,2020-09-22 14:20:18.0,12.47
2020-09-22 20:20:38.0,7.77,2020-09-23 01:20:58.0,8.19,2020-09-22 17:50:28.0,13.18,2020-09-22 14:20:18.0,15.21,2020-09-22 14:50:18.0,16.29,2020-09-22 14:50:18.0,12.47
2020-09-22 20:50:38.0,7.77,2020-09-23 01:50:58.0,8.19,2020-09-22 18:20:28.0,13.17,2020-09-22 14:50:18.0,15.2,2020-09-22 15:20:18.0,16.31,2020-09-22 15:20:18.0,12.47
2020-09-22 21:20:38.0,7.77,2020-09-23 02:20:58.0,8.18,2020-09-22 18:50:28.0,13.16,2020-09-22 15:20:18.0,15.2,2020-09-22 15:50:18.0,16.42,2020-09-22 15:50:18.0,12.48
2020-09-22 21:50:38.0,7.78,2020-09-23 02:50:58.0,8.18,2020-09-22 19:20:38.0,13.15,2020-09-22 15:50:18.0,15.19,2020-09-22 16:20:28.0,16.32,2020-09-22 16:20:28.0,12.48
2020-09-22 22:20:48.0,7.8,2020-09-23 03:20:58.0,8.18,2020-09-22 19:50:38.0,13.15,2020-09-22 16:20:28.0,15.19,2020-09-22 16:50:28.0,16.38,2020-09-22 16:50:28.0,12.48
2020-09-22 22:50:48.0,7.8,2020-09-23 03:50:58.0,8.18,2020-09-22 20:20:38.0,13.14,2020-09-22 16:50:28.0,15.19,2020-09-22 17:20:28.0,16.45,2020-09-22 17:20:28.0,12.48
2020-09-22 23:20:48.0,7.8,2020-09-23 04:21:04.0,8.18,2020-09-22 20:50:38.0,13.13,2020-09-22 17:20:28.0,15.17,2020-09-22 17:50:28.0,16.36,2020-09-22 17:50:28.0,12.48
2020-09-22 23:50:48.0,7.8,2020-09-23 04:51:04.0,8.18,2020-09-22 21:20:38.0,13.13,2020-09-22 17:50:28.0,15.17,2020-09-22 18:20:28.0,16.27,2020-09-22 18:20:28.0,12.48
2020-09-23 00:20:48.0,7.81,2020-09-23 05:21:04.0,8.18,2020-09-22 21:50:38.0,13.12,2020-09-22 18:20:28.0,15.17,2020-09-22 18:50:28.0,16.23,2020-09-22 18:50:28.0,12.49
2020-09-23 00:50:48.0,7.81,2020-09-23 05:51:04.0,8.18,2020-09-22 22:20:48.0,13.11,2020-09-22 18:50:28.0,15.17,2020-09-22 19:20:38.0,16.23,2020-09-22 19:20:38.0,12.49
2020-09-23 01:20:58.0,7.82,2020-09-23 06:21:04.0,8.18,2020-09-22 22:50:48.0,13.1,2020-09-22 19:20:38.0,15.16,2020-09-22 19:50:38.0,16.25,2020-09-22 19:50:38.0,12.49
2020-09-23 01:50:58.0,7.82,2020-09-23 06:51:04.0,8.18,2020-09-22 23:20:48.0,13.1,2020-09-22 19:50:38.0,15.15,2020-09-22 20:20:38.0,16.24,2020-09-22 20:20:38.0,12.49
2020-09-23 02:20:58.0,7.83,2020-09-23 07:21:14.0,8.18,2020-09-22 23:50:48.0,13.09,2020-09-22 20:20:38.0,15.15,2020-09-22 20:50:38.0,16.24,2020-09-22 20:50:38.0,12.49
2020-09-23 02:50:58.0,7.84,2020-09-23 07:51:14.0,8.18,2020-09-23 00:20:48.0,13.08,2020-09-22 20:50:38.0,15.15,2020-09-22 21:20:38.0,16.24,2020-09-22 21:20:38.0,12.49
2020-09-23 03:20:58.0,7.84,2020-09-23 08:21:14.0,8.17,2020-09-23 00:50:48.0,13.08,2020-09-22 21:20:38.0,15.13,2020-09-22 21:50:38.0,16.24,2020-09-22 21:50:38.0,12.49
2020-09-23 03:50:58.0,7.85,2020-09-23 08:51:14.0,8.17,2020-09-23 01:20:58.0,13.08,2020-09-22 21:50:38.0,15.13,2020-09-22 22:20:48.0,16.24,2020-09-22 22:20:48.0,12.48
2020-09-23 04:21:04.0,7.86,2020-09-23 09:21:14.0,8.17,2020-09-23 01:50:58.0,13.08,2020-09-22 22:20:48.0,15.13,2020-09-22 22:50:48.0,16.24,2020-09-22 22:50:48.0,12.48
2020-09-23 04:51:04.0,7.87,2020-09-23 09:51:14.0,8.17,2020-09-23 02:20:58.0,13.07,2020-09-22 22:50:48.0,15.12,2020-09-22 23:20:48.0,16.24,2020-09-22 23:20:48.0,12.48
2020-09-23 05:21:04.0,7.87,2020-09-23 10:21:22.0,8.17,2020-09-23 02:50:58.0,13.07,2020-09-22 23:20:48.0,15.12,2020-09-22 23:50:48.0,16.24,2020-09-22 23:50:48.0,12.49
2020-09-23 05:51:04.0,7.88,2020-09-23 10:51:22.0,8.17,2020-09-23 03:20:58.0,13.07,2020-09-22 23:50:48.0,15.11,2020-09-23 00:20:48.0,16.25,2020-09-23 00:20:48.0,12.48
2020-09-23 06:21:04.0,7.89,2020-09-23 11:21:22.0,8.17,2020-09-23 03:50:58.0,13.06,2020-09-23 00:20:48.0,15.11,2020-09-23 00:50:48.0,16.25,2020-09-23 00:50:48.0,12.48
2020-09-23 06:51:04.0,7.89,2020-09-23 11:51:22.0,8.17,2020-09-23 04:21:04.0,13.06,2020-09-23 00:50:48.0,15.11,2020-09-23 01:20:58.0,16.25,2020-09-23 01:20:58.0,12.49
2020-09-23 07:21:14.0,7.91,2020-09-23 12:21:22.0,8.17,2020-09-23 04:51:04.0,13.05,2020-09-23 01:20:58.0,15.11,2020-09-23 01:50:58.0,16.25,2020-09-23 01:50:58.0,12.48
2020-09-23 07:51:14.0,7.91,2020-09-23 12:51:22.0,8.17,2020-09-23 05:21:04.0,13.06,2020-09-23 01:50:58.0,15.1,2020-09-23 02:20:58.0,16.25,2020-09-23 02:20:58.0,12.48
2020-09-23 08:21:14.0,7.91,2020-09-23 13:21:30.0,8.16,2020-09-23 05:51:04.0,13.05,2020-09-23 02:20:58.0,15.1,2020-09-23 02:50:58.0,16.25,2020-09-23 02:50:58.0,12.48
2020-09-23 08:51:14.0,7.91,2020-09-23 13:21:30.0,8.16,2020-09-23 06:21:04.0,13.05,2020-09-23 02:50:58.0,15.1,2020-09-23 03:20:58.0,16.25,2020-09-23 03:20:58.0,12.48
2020-09-23 09:21:14.0,7.91,2020-09-23 13:51:30.0,8.15,2020-09-23 06:51:04.0,13.04,2020-09-23 03:20:58.0,15.09,2020-09-23 03:50:58.0,16.26,2020-09-23 03:50:58.0,12.49
2020-09-23 09:51:14.0,7.91,2020-09-23 13:51:30.0,8.15,2020-09-23 07:21:14.0,13.04,2020-09-23 03:50:58.0,15.09,2020-09-23 04:21:04.0,16.25,2020-09-23 04:21:04.0,12.48
2020-09-23 10:21:22.0,7.91,2020-09-23 14:21:30.0,8.15,2020-09-23 07:51:14.0,13.04,2020-09-23 04:21:04.0,15.09,2020-09-23 04:51:04.0,16.25,2020-09-23 04:51:04.0,12.49
2020-09-23 10:51:22.0,7.91,2020-09-23 14:21:30.0,8.15,2020-09-23 08:21:14.0,13.03,2020-09-23 04:51:04.0,15.09,2020-09-23 05:21:04.0,16.26,2020-09-23 05:21:04.0,12.48
2020-09-23 11:21:22.0,7.91,2020-09-23 14:51:30.0,8.15,2020-09-23 08:51:14.0,13.03,2020-09-23 05:21:04.0,15.09,2020-09-23 05:51:04.0,16.27,2020-09-23 05:51:04.0,12.49
2020-09-23 11:51:22.0,7.9,2020-09-23 14:51:30.0,8.15,2020-09-23 09:21:14.0,13.03,2020-09-23 05:51:04.0,15.08,2020-09-23 06:21:04.0,16.27,2020-09-23 06:21:04.0,12.49
2020-09-23 12:21:22.0,7.9,2020-09-23 15:21:30.0,8.14,2020-09-23 09:51:14.0,13.03,2020-09-23 06:21:04.0,15.08,2020-09-23 06:51:04.0,16.27,2020-09-23 06:51:04.0,12.49
2020-09-23 12:51:22.0,7.9,2020-09-23 15:21:30.0,8.14,2020-09-23 10:21:22.0,13.03,2020-09-23 06:51:04.0,15.08,2020-09-23 07:21:14.0,16.28,2020-09-23 07:21:14.0,12.49
2020-09-23 13:21:30.0,7.9,2020-09-23 15:51:30.0,8.13,2020-09-23 10:51:22.0,13.02,2020-09-23 07:21:14.0,15.08,2020-09-23 07:51:14.0,16.28,2020-09-23 07:51:14.0,12.49
2020-09-23 13:21:30.0,7.9,2020-09-23 15:51:30.0,8.13,2020-09-23 11:21:22.0,13.02,2020-09-23 07:51:14.0,15.08,2020-09-23 08:21:14.0,16.29,2020-09-23 08:21:14.0,12.49
2020-09-23 13:51:30.0,7.9,2020-09-23 16:21:40.0,8.13,2020-09-23 11:51:22.0,13.02,2020-09-23 08:21:14.0,15.08,2020-09-23 08:51:14.0,16.23,2020-09-23 08:51:14.0,12.49
2020-09-23 13:51:30.0,7.9,2020-09-23 16:51:40.0,8.12,2020-09-23 12:21:22.0,13.02,2020-09-23 08:51:14.0,15.07,2020-09-23 09:21:14.0,16.25,2020-09-23 09:21:14.0,12.48
2020-09-23 14:21:30.0,7.89,2020-09-23 17:21:40.0,8.12,2020-09-23 12:51:22.0,13.02,2020-09-23 09:21:14.0,15.07,2020-09-23 09:51:14.0,16.35,2020-09-23 09:51:14.0,12.48
2020-09-23 14:21:30.0,7.89,2020-09-23 17:51:40.0,8.11,2020-09-23 13:21:30.0,13.02,2020-09-23 09:51:14.0,15.07,2020-09-23 10:21:22.0,16.4,2020-09-23 10:21:22.0,12.48
2020-09-23 14:51:30.0,7.88,2020-09-23 18:21:40.0,8.1,2020-09-23 13:21:30.0,13.02,2020-09-23 10:21:22.0,15.07,2020-09-23 10:51:22.0,16.4,2020-09-23 10:51:22.0,12.47
2020-09-23 14:51:30.0,7.88,2020-09-23 18:51:40.0,8.09,2020-09-23 13:51:30.0,13.01,2020-09-23 10:51:22.0,15.07,2020-09-23 11:21:22.0,16.35,2020-09-23 11:21:22.0,12.47
2020-09-23 15:21:30.0,7.88,2020-09-23 19:21:50.0,8.09,2020-09-23 13:51:30.0,13.01,2020-09-23 11:21:22.0,15.07,2020-09-23 11:51:22.0,16.44,2020-09-23 11:51:22.0,12.47
2020-09-23 15:21:30.0,7.88,2020-09-23 19:51:50.0,8.08,2020-09-23 14:21:30.0,13.01,2020-09-23 11:51:22.0,15.07,2020-09-23 12:21:22.0,16.44,2020-09-23 12:21:22.0,12.47
2020-09-23 15:51:30.0,7.88,2020-09-23 20:21:50.0,8.08,2020-09-23 14:21:30.0,13.01,2020-09-23 12:21:22.0,15.07,2020-09-23 12:51:22.0,16.24,2020-09-23 12:51:22.0,12.47
2020-09-23 15:51:30.0,7.88,2020-09-23 20:51:50.0,8.07,2020-09-23 14:51:30.0,13,2020-09-23 12:51:22.0,15.06,2020-09-23 13:21:30.0,16.43,2020-09-23 13:21:30.0,12.47
2020-09-23 16:21:40.0,7.87,2020-09-23 21:21:50.0,8.07,2020-09-23 14:51:30.0,13,2020-09-23 13:21:30.0,15.06,2020-09-23 13:21:30.0,16.43,2020-09-23 13:21:30.0,12.47
2020-09-23 16:51:40.0,7.86,2020-09-23 21:51:50.0,8.07,2020-09-23 15:21:30.0,13,2020-09-23 13:21:30.0,15.06,2020-09-23 13:51:30.0,16.44,2020-09-23 13:51:30.0,12.47
2020-09-23 17:21:40.0,7.86,2020-09-23 22:22:00.0,8.06,2020-09-23 15:21:30.0,13,2020-09-23 13:51:30.0,15.06,2020-09-23 13:51:30.0,16.44,2020-09-23 13:51:30.0,12.47
2020-09-23 17:51:40.0,7.85,2020-09-23 22:52:00.0,8.06,2020-09-23 15:51:30.0,12.99,2020-09-23 13:51:30.0,15.06,2020-09-23 14:21:30.0,16.39,2020-09-23 14:21:30.0,12.47
2020-09-23 18:21:40.0,7.85,2020-09-23 23:22:00.0,8.05,2020-09-23 15:51:30.0,12.99,2020-09-23 14:21:30.0,15.06,2020-09-23 14:21:30.0,16.39,2020-09-23 14:21:30.0,12.47
2020-09-23 18:51:40.0,7.85,2020-09-23 23:52:00.0,8.06,2020-09-23 16:21:40.0,12.99,2020-09-23 14:21:30.0,15.06,2020-09-23 14:51:30.0,16.22,2020-09-23 14:51:30.0,12.47
2020-09-23 19:21:50.0,7.85,2020-09-24 00:22:00.0,8.06,2020-09-23 16:51:40.0,12.99,2020-09-23 14:51:30.0,15.06,2020-09-23 14:51:30.0,16.22,2020-09-23 14:51:30.0,12.47
2020-09-23 19:51:50.0,7.84,2020-09-24 00:52:00.0,8.05,2020-09-23 17:21:40.0,12.98,2020-09-23 14:51:30.0,15.06,2020-09-23 15:21:30.0,16.2,2020-09-23 15:21:30.0,12.47
2020-09-23 20:21:50.0,7.85,2020-09-24 01:22:08.0,8.05,2020-09-23 17:51:40.0,12.97,2020-09-23 15:21:30.0,15.05,2020-09-23 15:21:30.0,16.2,2020-09-23 15:21:30.0,12.47
2020-09-23 20:51:50.0,7.85,2020-09-24 01:52:08.0,8.05,2020-09-23 18:21:40.0,12.97,2020-09-23 15:21:30.0,15.05,2020-09-23 15:51:30.0,16.3,2020-09-23 15:51:30.0,12.47
2020-09-23 21:21:50.0,7.85,2020-09-24 02:22:08.0,8.05,2020-09-23 18:51:40.0,12.96,2020-09-23 15:51:30.0,15.05,2020-09-23 15:51:30.0,16.3,2020-09-23 15:51:30.0,12.47
2020-09-23 21:51:50.0,7.86,2020-09-24 02:52:08.0,8.05,2020-09-23 19:21:50.0,12.96,2020-09-23 15:51:30.0,15.05,2020-09-23 16:21:40.0,16.28,2020-09-23 16:21:40.0,12.47
2020-09-23 22:22:00.0,7.86,2020-09-24 03:22:08.0,8.05,2020-09-23 19:51:50.0,12.95,2020-09-23 16:21:40.0,15.05,2020-09-23 16:51:40.0,16.33,2020-09-23 16:51:40.0,12.47
2020-09-23 22:52:00.0,7.87,2020-09-24 03:52:08.0,8.05,2020-09-23 20:21:50.0,12.94,2020-09-23 16:51:40.0,15.05,2020-09-23 17:21:40.0,16.38,2020-09-23 17:21:40.0,12.47
2020-09-23 23:22:00.0,7.87,2020-09-24 04:22:16.0,8.05,2020-09-23 20:51:50.0,12.93,2020-09-23 17:21:40.0,15.04,2020-09-23 17:51:40.0,16.43,2020-09-23 17:51:40.0,12.47
2020-09-23 23:52:00.0,7.88,2020-09-24 04:52:16.0,8.05,2020-09-23 21:21:50.0,12.93,2020-09-23 17:51:40.0,15.04,2020-09-23 18:21:40.0,16.33,2020-09-23 18:21:40.0,12.47
2020-09-24 00:22:00.0,7.88,2020-09-24 05:22:16.0,8.05,2020-09-23 21:51:50.0,12.92,2020-09-23 18:21:40.0,15.04,2020-09-23 18:51:40.0,16.2,2020-09-23 18:51:40.0,12.47
2020-09-24 00:52:00.0,7.89,2020-09-24 05:52:16.0,8.05,2020-09-23 22:22:00.0,12.92,2020-09-23 18:51:40.0,15.03,2020-09-23 19:21:50.0,16.21,2020-09-23 19:21:50.0,12.47
2020-09-24 01:22:08.0,7.89,2020-09-24 06:22:16.0,8.05,2020-09-23 22:52:00.0,12.91,2020-09-23 19:21:50.0,15.02,2020-09-23 19:51:50.0,16.21,2020-09-23 19:51:50.0,12.47
2020-09-24 01:52:08.0,7.9,2020-09-24 06:52:16.0,8.05,2020-09-23 23:22:00.0,12.91,2020-09-23 19:51:50.0,15.02,2020-09-23 20:21:50.0,16.21,2020-09-23 20:21:50.0,12.47
2020-09-24 02:22:08.0,7.9,2020-09-24 07:22:26.0,8.05,2020-09-23 23:52:00.0,12.91,2020-09-23 20:21:50.0,15.01,2020-09-23 20:51:50.0,16.21,2020-09-23 20:51:50.0,12.46
2020-09-24 02:52:08.0,7.9,2020-09-24 07:52:26.0,8.05,2020-09-24 00:22:00.0,12.9,2020-09-23 20:51:50.0,15.01,2020-09-23 21:21:50.0,16.21,2020-09-23 21:21:50.0,12.47
2020-09-24 03:22:08.0,7.91,2020-09-24 08:22:26.0,8.05,2020-09-24 00:52:00.0,12.9,2020-09-23 21:21:50.0,15,2020-09-23 21:51:50.0,16.21,2020-09-23 21:51:50.0,12.46
2020-09-24 03:52:08.0,7.91,2020-09-24 08:52:26.0,8.05,2020-09-24 01:22:08.0,12.9,2020-09-23 21:51:50.0,15,2020-09-23 22:22:00.0,16.21,2020-09-23 22:22:00.0,12.46
2020-09-24 04:22:16.0,7.92,2020-09-24 09:22:26.0,8.05,2020-09-24 01:52:08.0,12.89,2020-09-23 22:22:00.0,14.99,2020-09-23 22:52:00.0,16.22,2020-09-23 22:52:00.0,12.46
2020-09-24 04:52:16.0,7.92,2020-09-24 09:52:26.0,8.05,2020-09-24 02:22:08.0,12.89,2020-09-23 22:52:00.0,14.99,2020-09-23 23:22:00.0,16.22,2020-09-23 23:22:00.0,12.46
2020-09-24 05:22:16.0,7.93,2020-09-24 10:22:34.0,8.05,2020-09-24 02:52:08.0,12.89,2020-09-23 23:22:00.0,14.99,2020-09-23 23:52:00.0,16.22,2020-09-23 23:52:00.0,12.46
2020-09-24 05:52:16.0,7.93,2020-09-24 10:52:34.0,8.05,2020-09-24 03:22:08.0,12.88,2020-09-23 23:52:00.0,14.99,2020-09-24 00:22:00.0,16.22,2020-09-24 00:22:00.0,12.46
2020-09-24 06:22:16.0,7.93,2020-09-24 11:22:34.0,8.05,2020-09-24 03:52:08.0,12.88,2020-09-24 00:22:00.0,14.99,2020-09-24 00:52:00.0,16.22,2020-09-24 00:52:00.0,12.46
2020-09-24 06:52:16.0,7.94,2020-09-24 11:52:34.0,8.05,2020-09-24 04:22:16.0,12.88,2020-09-24 00:52:00.0,14.98,2020-09-24 01:22:08.0,16.22,2020-09-24 01:22:08.0,12.45
2020-09-24 07:22:26.0,7.94,2020-09-24 12:22:34.0,8.05,2020-09-24 04:52:16.0,12.88,2020-09-24 01:22:08.0,14.97,2020-09-24 01:52:08.0,16.22,2020-09-24 01:52:08.0,12.45
2020-09-24 07:52:26.0,7.95,2020-09-24 12:52:34.0,8.05,2020-09-24 05:22:16.0,12.88,2020-09-24 01:52:08.0,14.98,2020-09-24 02:22:08.0,16.22,2020-09-24 02:22:08.0,12.45
2020-09-24 08:22:26.0,7.95,2020-09-24 13:22:34.0,8.05,2020-09-24 05:52:16.0,12.88,2020-09-24 02:22:08.0,14.98,2020-09-24 02:52:08.0,16.22,2020-09-24 02:52:08.0,12.45
2020-09-24 08:52:26.0,7.95,2020-09-24 13:52:44.0,8.04,2020-09-24 06:22:16.0,12.88,2020-09-24 02:52:08.0,14.97,2020-09-24 03:22:08.0,16.23,2020-09-24 03:22:08.0,12.45
2020-09-24 09:22:26.0,7.95,2020-09-24 14:22:44.0,8.04,2020-09-24 06:52:16.0,12.87,2020-09-24 03:22:08.0,14.97,2020-09-24 03:52:08.0,16.22,2020-09-24 03:52:08.0,12.45
2020-09-24 09:52:26.0,7.96,2020-09-24 14:52:44.0,8.04,2020-09-24 07:22:26.0,12.87,2020-09-24 03:52:08.0,14.97,2020-09-24 04:22:16.0,16.23,2020-09-24 04:22:16.0,12.45
2020-09-24 10:22:34.0,7.96,2020-09-24 15:22:44.0,8.04,2020-09-24 07:52:26.0,12.87,2020-09-24 04:22:16.0,14.97,2020-09-24 04:52:16.0,16.23,2020-09-24 04:52:16.0,12.45
2020-09-24 10:52:34.0,7.96,2020-09-24 15:52:44.0,8.04,2020-09-24 08:22:26.0,12.87,2020-09-24 04:52:16.0,14.97,2020-09-24 05:22:16.0,16.23,2020-09-24 05:22:16.0,12.45
2020-09-24 11:22:34.0,7.96,2020-09-24 16:22:44.0,8.03,2020-09-24 08:52:26.0,12.87,2020-09-24 05:22:16.0,14.96,2020-09-24 05:52:16.0,16.23,2020-09-24 05:52:16.0,12.45
2020-09-24 11:52:34.0,7.96,2020-09-24 16:52:54.0,8.03,2020-09-24 09:22:26.0,12.87,2020-09-24 05:52:16.0,14.96,2020-09-24 06:22:16.0,16.23,2020-09-24 06:22:16.0,12.45
2020-09-24 12:22:34.0,7.96,2020-09-24 17:22:54.0,8.03,2020-09-24 09:52:26.0,12.87,2020-09-24 06:22:16.0,14.96,2020-09-24 06:52:16.0,16.23,2020-09-24 06:52:16.0,12.45
2020-09-24 12:52:34.0,7.96,2020-09-24 17:52:54.0,8.02,2020-09-24 10:22:34.0,12.86,2020-09-24 06:52:16.0,14.96,2020-09-24 07:22:26.0,16.25,2020-09-24 07:22:26.0,12.45
2020-09-24 13:22:34.0,7.96,2020-09-24 18:22:54.0,8.02,2020-09-24 10:52:34.0,12.86,2020-09-24 07:22:26.0,14.96,2020-09-24 07:52:26.0,16.24,2020-09-24 07:52:26.0,12.45
2020-09-24 13:52:44.0,7.96,2020-09-24 18:52:54.0,8.02,2020-09-24 11:22:34.0,12.86,2020-09-24 07:52:26.0,14.96,2020-09-24 08:22:26.0,16.25,2020-09-24 08:22:26.0,12.45
2020-09-24 14:22:44.0,7.96,2020-09-24 19:22:54.0,8.01,2020-09-24 11:52:34.0,12.86,2020-09-24 08:22:26.0,14.96,2020-09-24 08:52:26.0,16.17,2020-09-24 08:52:26.0,12.45
2020-09-24 14:52:44.0,7.95,2020-09-24 19:53:04.0,8.01,2020-09-24 12:22:34.0,12.86,2020-09-24 08:52:26.0,14.96,2020-09-24 09:22:26.0,16.23,2020-09-24 09:22:26.0,12.45
2020-09-24 15:22:44.0,7.95,2020-09-24 20:23:04.0,8,2020-09-24 12:52:34.0,12.86,2020-09-24 09:22:26.0,14.96,2020-09-24 09:52:26.0,16.2,2020-09-24 09:52:26.0,12.44
2020-09-24 15:52:44.0,7.95,2020-09-24 20:53:04.0,8,2020-09-24 13:22:34.0,12.86,2020-09-24 09:52:26.0,14.96,2020-09-24 10:22:34.0,16.19,2020-09-24 10:22:34.0,12.44
2020-09-24 16:22:44.0,7.95,2020-09-24 21:23:04.0,8,2020-09-24 13:52:44.0,12.86,2020-09-24 10:22:34.0,14.96,2020-09-24 10:52:34.0,16.41,2020-09-24 10:52:34.0,12.44
2020-09-24 16:52:54.0,7.94,2020-09-24 21:53:04.0,7.99,2020-09-24 14:22:44.0,12.85,2020-09-24 10:52:34.0,14.96,2020-09-24 11:22:34.0,16.4,2020-09-24 11:22:34.0,12.44
2020-09-24 17:22:54.0,7.94,2020-09-24 22:23:04.0,7.99,2020-09-24 14:52:44.0,12.85,2020-09-24 11:22:34.0,14.96,2020-09-24 11:52:34.0,16.37,2020-09-24 11:52:34.0,12.44
