1167 Eucaliptos Sul - SoilR40 A 10 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 20 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 30 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 40 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 50 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 60 cm #1201[%],
2020-09-24 17:52:54.0,7.94,2020-09-24 22:53:14.0,7.99,2020-09-24 15:22:44.0,12.85,2020-09-24 11:52:34.0,14.95,2020-09-24 12:22:34.0,16.39,2020-09-24 12:22:34.0,12.44
2020-09-24 18:22:54.0,7.93,2020-09-24 23:23:14.0,8,2020-09-24 15:52:44.0,12.84,2020-09-24 12:22:34.0,14.96,2020-09-24 12:52:34.0,16.32,2020-09-24 12:52:34.0,12.44
2020-09-24 18:52:54.0,7.93,2020-09-24 23:53:14.0,7.99,2020-09-24 16:22:44.0,12.84,2020-09-24 12:52:34.0,14.96,2020-09-24 13:22:34.0,16.21,2020-09-24 13:22:34.0,12.44
2020-09-24 19:22:54.0,7.93,2020-09-25 00:23:14.0,7.99,2020-09-24 16:52:54.0,12.84,2020-09-24 13:22:34.0,14.95,2020-09-24 13:52:44.0,16.16,2020-09-24 13:52:44.0,12.43
2020-09-24 19:53:04.0,7.93,2020-09-25 00:53:14.0,7.99,2020-09-24 17:22:54.0,12.84,2020-09-24 13:52:44.0,14.95,2020-09-24 14:22:44.0,16.35,2020-09-24 14:22:44.0,12.44
2020-09-24 20:23:04.0,7.93,2020-09-25 01:23:14.0,7.99,2020-09-24 17:52:54.0,12.84,2020-09-24 14:22:44.0,14.96,2020-09-24 14:52:44.0,16.23,2020-09-24 14:52:44.0,12.43
2020-09-24 20:53:04.0,7.94,2020-09-25 01:53:24.0,7.99,2020-09-24 18:22:54.0,12.83,2020-09-24 14:52:44.0,14.96,2020-09-24 15:22:44.0,16.35,2020-09-24 15:22:44.0,12.43
2020-09-24 21:23:04.0,7.94,2020-09-25 02:23:24.0,7.99,2020-09-24 18:52:54.0,12.83,2020-09-24 15:22:44.0,14.95,2020-09-24 15:52:44.0,16.19,2020-09-24 15:52:44.0,12.43
2020-09-24 21:53:04.0,7.95,2020-09-25 02:53:24.0,7.99,2020-09-24 19:22:54.0,12.82,2020-09-24 15:52:44.0,14.95,2020-09-24 16:22:44.0,16.2,2020-09-24 16:22:44.0,12.43
2020-09-24 22:23:04.0,7.95,2020-09-25 03:23:24.0,8,2020-09-24 19:53:04.0,12.82,2020-09-24 16:22:44.0,14.94,2020-09-24 16:52:54.0,16.3,2020-09-24 16:52:54.0,12.43
2020-09-24 22:53:14.0,7.96,2020-09-25 03:53:24.0,8,2020-09-24 20:23:04.0,12.81,2020-09-24 16:52:54.0,14.95,2020-09-24 17:22:54.0,16.33,2020-09-24 17:22:54.0,12.43
2020-09-24 23:23:14.0,7.96,2020-09-25 04:23:24.0,8,2020-09-24 20:53:04.0,12.8,2020-09-24 17:22:54.0,14.94,2020-09-24 17:52:54.0,16.35,2020-09-24 17:52:54.0,12.43
2020-09-24 23:53:14.0,7.97,2020-09-25 04:53:32.0,8,2020-09-24 21:23:04.0,12.8,2020-09-24 17:52:54.0,14.94,2020-09-24 18:22:54.0,16.36,2020-09-24 18:22:54.0,12.44
2020-09-25 00:23:14.0,7.98,2020-09-25 05:23:32.0,8.01,2020-09-24 21:53:04.0,12.8,2020-09-24 18:22:54.0,14.94,2020-09-24 18:52:54.0,16.28,2020-09-24 18:52:54.0,12.43
2020-09-25 00:53:14.0,7.99,2020-09-25 05:53:32.0,8.01,2020-09-24 22:23:04.0,12.79,2020-09-24 18:52:54.0,14.94,2020-09-24 19:22:54.0,16.15,2020-09-24 19:22:54.0,12.44
2020-09-25 01:23:14.0,7.99,2020-09-25 06:23:32.0,8.02,2020-09-24 22:53:14.0,12.79,2020-09-24 19:22:54.0,14.94,2020-09-24 19:53:04.0,16.18,2020-09-24 19:53:04.0,12.43
2020-09-25 01:53:24.0,8,2020-09-25 06:53:32.0,8.02,2020-09-24 23:23:14.0,12.79,2020-09-24 19:53:04.0,14.93,2020-09-24 20:23:04.0,16.18,2020-09-24 20:23:04.0,12.43
2020-09-25 02:23:24.0,8.01,2020-09-25 07:23:32.0,8.02,2020-09-24 23:53:14.0,12.78,2020-09-24 20:23:04.0,14.93,2020-09-24 20:53:04.0,16.17,2020-09-24 20:53:04.0,12.43
2020-09-25 02:53:24.0,8.02,2020-09-25 07:53:40.0,8.02,2020-09-25 00:23:14.0,12.78,2020-09-24 20:53:04.0,14.93,2020-09-24 21:23:04.0,16.17,2020-09-24 21:23:04.0,12.43
2020-09-25 03:23:24.0,8.03,2020-09-25 08:23:40.0,8.02,2020-09-25 00:53:14.0,12.78,2020-09-24 21:23:04.0,14.92,2020-09-24 21:53:04.0,16.17,2020-09-24 21:53:04.0,12.43
2020-09-25 03:53:24.0,8.03,2020-09-25 08:53:40.0,8.03,2020-09-25 01:23:14.0,12.77,2020-09-24 21:53:04.0,14.92,2020-09-24 22:23:04.0,16.17,2020-09-24 22:23:04.0,12.43
2020-09-25 04:23:24.0,8.04,2020-09-25 09:23:40.0,8.03,2020-09-25 01:53:24.0,12.78,2020-09-24 22:23:04.0,14.92,2020-09-24 22:53:14.0,16.18,2020-09-24 22:53:14.0,12.43
2020-09-25 04:53:32.0,8.04,2020-09-25 09:53:40.0,8.03,2020-09-25 02:23:24.0,12.77,2020-09-24 22:53:14.0,14.91,2020-09-24 23:23:14.0,16.19,2020-09-24 23:23:14.0,12.43
2020-09-25 05:23:32.0,8.05,2020-09-25 10:23:40.0,8.04,2020-09-25 02:53:24.0,12.77,2020-09-24 23:23:14.0,14.91,2020-09-24 23:53:14.0,16.19,2020-09-24 23:53:14.0,12.43
2020-09-25 05:53:32.0,8.06,2020-09-25 10:53:50.0,8.04,2020-09-25 03:23:24.0,12.78,2020-09-24 23:53:14.0,14.91,2020-09-25 00:23:14.0,16.19,2020-09-25 00:23:14.0,12.43
2020-09-25 06:23:32.0,8.06,2020-09-25 10:53:50.0,8.04,2020-09-25 03:53:24.0,12.77,2020-09-25 00:23:14.0,14.9,2020-09-25 00:53:14.0,16.2,2020-09-25 00:53:14.0,12.43
2020-09-25 06:53:32.0,8.07,2020-09-25 11:23:50.0,8.04,2020-09-25 04:23:24.0,12.78,2020-09-25 00:53:14.0,14.9,2020-09-25 01:23:14.0,16.2,2020-09-25 01:23:14.0,12.43
2020-09-25 07:23:32.0,8.07,2020-09-25 11:23:50.0,8.04,2020-09-25 04:53:32.0,12.78,2020-09-25 01:23:14.0,14.9,2020-09-25 01:53:24.0,16.2,2020-09-25 01:53:24.0,12.43
2020-09-25 07:53:40.0,8.08,2020-09-25 11:53:50.0,8.04,2020-09-25 05:23:32.0,12.78,2020-09-25 01:53:24.0,14.9,2020-09-25 02:23:24.0,16.21,2020-09-25 02:23:24.0,12.43
2020-09-25 08:23:40.0,8.08,2020-09-25 11:53:50.0,8.04,2020-09-25 05:53:32.0,12.78,2020-09-25 02:23:24.0,14.9,2020-09-25 02:53:24.0,16.21,2020-09-25 02:53:24.0,12.43
2020-09-25 08:53:40.0,8.08,2020-09-25 12:23:50.0,8.05,2020-09-25 06:23:32.0,12.78,2020-09-25 02:53:24.0,14.9,2020-09-25 03:23:24.0,16.21,2020-09-25 03:23:24.0,12.43
2020-09-25 09:23:40.0,8.09,2020-09-25 12:23:50.0,8.05,2020-09-25 06:53:32.0,12.78,2020-09-25 03:23:24.0,14.91,2020-09-25 03:53:24.0,16.21,2020-09-25 03:53:24.0,12.43
2020-09-25 09:53:40.0,8.09,2020-09-25 12:53:50.0,8.04,2020-09-25 07:23:32.0,12.79,2020-09-25 03:53:24.0,14.9,2020-09-25 04:23:24.0,16.21,2020-09-25 04:23:24.0,12.43
2020-09-25 10:23:40.0,8.09,2020-09-25 12:53:50.0,8.04,2020-09-25 07:53:40.0,12.79,2020-09-25 04:23:24.0,14.9,2020-09-25 04:53:32.0,16.21,2020-09-25 04:53:32.0,12.43
2020-09-25 10:53:50.0,8.09,2020-09-25 13:23:50.0,8.04,2020-09-25 08:23:40.0,12.79,2020-09-25 04:53:32.0,14.91,2020-09-25 05:23:32.0,16.21,2020-09-25 05:23:32.0,12.43
2020-09-25 10:53:50.0,8.09,2020-09-25 13:23:50.0,8.04,2020-09-25 08:53:40.0,12.79,2020-09-25 05:23:32.0,14.91,2020-09-25 05:53:32.0,16.21,2020-09-25 05:53:32.0,12.43
2020-09-25 11:23:50.0,8.09,2020-09-25 13:54:00.0,8.04,2020-09-25 09:23:40.0,12.79,2020-09-25 05:53:32.0,14.91,2020-09-25 06:23:32.0,16.21,2020-09-25 06:23:32.0,12.42
2020-09-25 11:23:50.0,8.09,2020-09-25 14:24:00.0,8.04,2020-09-25 09:53:40.0,12.79,2020-09-25 06:23:32.0,14.91,2020-09-25 06:53:32.0,16.21,2020-09-25 06:53:32.0,12.42
2020-09-25 11:53:50.0,8.09,2020-09-25 14:54:00.0,8.04,2020-09-25 10:23:40.0,12.79,2020-09-25 06:53:32.0,14.92,2020-09-25 07:23:32.0,16.22,2020-09-25 07:23:32.0,12.42
2020-09-25 11:53:50.0,8.09,2020-09-25 15:24:00.0,8.04,2020-09-25 10:53:50.0,12.8,2020-09-25 07:23:32.0,14.92,2020-09-25 07:53:40.0,16.22,2020-09-25 07:53:40.0,12.43
2020-09-25 12:23:50.0,8.09,2020-09-25 15:54:00.0,8.03,2020-09-25 10:53:50.0,12.8,2020-09-25 07:53:40.0,14.92,2020-09-25 08:23:40.0,16.1,2020-09-25 08:23:40.0,12.42
2020-09-25 12:23:50.0,8.09,2020-09-25 16:24:00.0,8.02,2020-09-25 11:23:50.0,12.8,2020-09-25 08:23:40.0,14.92,2020-09-25 08:53:40.0,16.18,2020-09-25 08:53:40.0,12.42
2020-09-25 12:53:50.0,8.08,2020-09-25 16:54:10.0,8.02,2020-09-25 11:23:50.0,12.8,2020-09-25 08:53:40.0,14.92,2020-09-25 09:23:40.0,16.15,2020-09-25 09:23:40.0,12.42
2020-09-25 12:53:50.0,8.08,2020-09-25 17:24:10.0,8.02,2020-09-25 11:53:50.0,12.81,2020-09-25 09:23:40.0,14.92,2020-09-25 09:53:40.0,16.3,2020-09-25 09:53:40.0,12.42
2020-09-25 13:23:50.0,8.08,2020-09-25 17:54:10.0,8.02,2020-09-25 11:53:50.0,12.81,2020-09-25 09:53:40.0,14.93,2020-09-25 10:23:40.0,16.36,2020-09-25 10:23:40.0,12.42
2020-09-25 13:23:50.0,8.08,2020-09-25 18:24:10.0,8.01,2020-09-25 12:23:50.0,12.81,2020-09-25 10:23:40.0,14.93,2020-09-25 10:53:50.0,16.25,2020-09-25 10:53:50.0,12.42
2020-09-25 13:54:00.0,8.08,2020-09-25 18:54:10.0,8.01,2020-09-25 12:23:50.0,12.81,2020-09-25 10:53:50.0,14.93,2020-09-25 10:53:50.0,16.25,2020-09-25 10:53:50.0,12.42
2020-09-25 14:24:00.0,8.08,2020-09-25 19:24:10.0,8,2020-09-25 12:53:50.0,12.81,2020-09-25 10:53:50.0,14.93,2020-09-25 11:23:50.0,16.31,2020-09-25 11:23:50.0,12.41
2020-09-25 14:54:00.0,8.07,2020-09-25 19:54:18.0,7.99,2020-09-25 12:53:50.0,12.81,2020-09-25 11:23:50.0,14.93,2020-09-25 11:23:50.0,16.31,2020-09-25 11:23:50.0,12.41
2020-09-25 15:24:00.0,8.06,2020-09-25 20:24:18.0,7.99,2020-09-25 13:23:50.0,12.81,2020-09-25 11:23:50.0,14.93,2020-09-25 11:53:50.0,16.32,2020-09-25 11:53:50.0,12.41
2020-09-25 15:54:00.0,8.05,2020-09-25 20:54:18.0,7.98,2020-09-25 13:23:50.0,12.81,2020-09-25 11:53:50.0,14.94,2020-09-25 11:53:50.0,16.32,2020-09-25 11:53:50.0,12.41
2020-09-25 16:24:00.0,8.05,2020-09-25 21:24:18.0,7.99,2020-09-25 13:54:00.0,12.81,2020-09-25 11:53:50.0,14.94,2020-09-25 12:23:50.0,16.3,2020-09-25 12:23:50.0,12.41
2020-09-25 16:54:10.0,8.03,2020-09-25 21:54:18.0,7.98,2020-09-25 14:24:00.0,12.81,2020-09-25 12:23:50.0,14.94,2020-09-25 12:23:50.0,16.3,2020-09-25 12:23:50.0,12.41
2020-09-25 17:24:10.0,8.03,2020-09-25 22:24:18.0,7.98,2020-09-25 14:54:00.0,12.81,2020-09-25 12:23:50.0,14.94,2020-09-25 12:53:50.0,16.14,2020-09-25 12:53:50.0,12.41
2020-09-25 17:54:10.0,8.02,2020-09-25 22:54:28.0,7.98,2020-09-25 15:24:00.0,12.81,2020-09-25 12:53:50.0,14.94,2020-09-25 12:53:50.0,16.14,2020-09-25 12:53:50.0,12.41
2020-09-25 18:24:10.0,8.01,2020-09-25 23:24:28.0,7.98,2020-09-25 15:54:00.0,12.81,2020-09-25 12:53:50.0,14.94,2020-09-25 13:23:50.0,16.29,2020-09-25 13:23:50.0,12.41
2020-09-25 18:54:10.0,8.01,2020-09-25 23:54:28.0,7.98,2020-09-25 16:24:00.0,12.8,2020-09-25 13:23:50.0,14.95,2020-09-25 13:23:50.0,16.29,2020-09-25 13:23:50.0,12.41
2020-09-25 19:24:10.0,8.01,2020-09-26 00:24:28.0,7.98,2020-09-25 16:54:10.0,12.8,2020-09-25 13:23:50.0,14.95,2020-09-25 13:54:00.0,16.27,2020-09-25 13:54:00.0,12.41
2020-09-25 19:54:18.0,8.01,2020-09-26 00:54:28.0,7.98,2020-09-25 17:24:10.0,12.79,2020-09-25 13:54:00.0,14.94,2020-09-25 14:24:00.0,16.29,2020-09-25 14:24:00.0,12.41
2020-09-25 20:24:18.0,8.01,2020-09-26 01:24:28.0,7.98,2020-09-25 17:54:10.0,12.79,2020-09-25 14:24:00.0,14.94,2020-09-25 14:54:00.0,16.24,2020-09-25 14:54:00.0,12.41
2020-09-25 20:54:18.0,8.02,2020-09-26 01:54:36.0,7.98,2020-09-25 18:24:10.0,12.78,2020-09-25 14:54:00.0,14.94,2020-09-25 15:24:00.0,16.15,2020-09-25 15:24:00.0,12.41
2020-09-25 21:24:18.0,8.02,2020-09-26 02:24:36.0,7.99,2020-09-25 18:54:10.0,12.78,2020-09-25 15:24:00.0,14.95,2020-09-25 15:54:00.0,16.2,2020-09-25 15:54:00.0,12.41
2020-09-25 21:54:18.0,8.02,2020-09-26 02:54:36.0,7.98,2020-09-25 19:24:10.0,12.77,2020-09-25 15:54:00.0,14.95,2020-09-25 16:24:00.0,16.19,2020-09-25 16:24:00.0,12.41
2020-09-25 22:24:18.0,8.03,2020-09-26 03:24:36.0,7.99,2020-09-25 19:54:18.0,12.76,2020-09-25 16:24:00.0,14.95,2020-09-25 16:54:10.0,16.24,2020-09-25 16:54:10.0,12.41
2020-09-25 22:54:28.0,8.04,2020-09-26 03:54:36.0,7.99,2020-09-25 20:24:18.0,12.75,2020-09-25 16:54:10.0,14.95,2020-09-25 17:24:10.0,16.28,2020-09-25 17:24:10.0,12.41
2020-09-25 23:24:28.0,8.04,2020-09-26 04:24:36.0,7.99,2020-09-25 20:54:18.0,12.75,2020-09-25 17:24:10.0,14.95,2020-09-25 17:54:10.0,16.32,2020-09-25 17:54:10.0,12.41
2020-09-25 23:54:28.0,8.04,2020-09-26 04:54:46.0,7.99,2020-09-25 21:24:18.0,12.75,2020-09-25 17:54:10.0,14.94,2020-09-25 18:24:10.0,16.3,2020-09-25 18:24:10.0,12.41
2020-09-26 00:24:28.0,8.05,2020-09-26 05:24:46.0,8,2020-09-25 21:54:18.0,12.73,2020-09-25 18:24:10.0,14.94,2020-09-25 18:54:10.0,16.13,2020-09-25 18:54:10.0,12.42
2020-09-26 00:54:28.0,8.05,2020-09-26 05:54:46.0,8,2020-09-25 22:24:18.0,12.74,2020-09-25 18:54:10.0,14.94,2020-09-25 19:24:10.0,16.06,2020-09-25 19:24:10.0,12.42
2020-09-26 01:24:28.0,8.06,2020-09-26 06:24:46.0,8.01,2020-09-25 22:54:28.0,12.73,2020-09-25 19:24:10.0,14.93,2020-09-25 19:54:18.0,16.09,2020-09-25 19:54:18.0,12.42
2020-09-26 01:54:36.0,8.07,2020-09-26 06:54:46.0,8.01,2020-09-25 23:24:28.0,12.73,2020-09-25 19:54:18.0,14.94,2020-09-25 20:24:18.0,16.09,2020-09-25 20:24:18.0,12.42
2020-09-26 02:24:36.0,8.07,2020-09-26 07:24:46.0,8.01,2020-09-25 23:54:28.0,12.73,2020-09-25 20:24:18.0,14.92,2020-09-25 20:54:18.0,16.08,2020-09-25 20:54:18.0,12.42
2020-09-26 02:54:36.0,8.08,2020-09-26 07:54:56.0,8.01,2020-09-26 00:24:28.0,12.72,2020-09-25 20:54:18.0,14.92,2020-09-25 21:24:18.0,16.09,2020-09-25 21:24:18.0,12.41
2020-09-26 03:24:36.0,8.08,2020-09-26 08:24:56.0,8.01,2020-09-26 00:54:28.0,12.73,2020-09-25 21:24:18.0,14.92,2020-09-25 21:54:18.0,16.09,2020-09-25 21:54:18.0,12.42
2020-09-26 03:54:36.0,8.09,2020-09-26 08:54:56.0,8.02,2020-09-26 01:24:28.0,12.72,2020-09-25 21:54:18.0,14.91,2020-09-25 22:24:18.0,16.09,2020-09-25 22:24:18.0,12.41
2020-09-26 04:24:36.0,8.09,2020-09-26 09:24:56.0,8.02,2020-09-26 01:54:36.0,12.72,2020-09-25 22:24:18.0,14.9,2020-09-25 22:54:28.0,16.09,2020-09-25 22:54:28.0,12.42
2020-09-26 04:54:46.0,8.1,2020-09-26 09:54:56.0,8.02,2020-09-26 02:24:36.0,12.72,2020-09-25 22:54:28.0,14.9,2020-09-25 23:24:28.0,16.09,2020-09-25 23:24:28.0,12.41
2020-09-26 05:24:46.0,8.1,2020-09-26 10:24:56.0,8.02,2020-09-26 02:54:36.0,12.72,2020-09-25 23:24:28.0,14.9,2020-09-25 23:54:28.0,16.09,2020-09-25 23:54:28.0,12.41
2020-09-26 05:54:46.0,8.1,2020-09-26 10:55:04.0,8.02,2020-09-26 03:24:36.0,12.72,2020-09-25 23:54:28.0,14.89,2020-09-26 00:24:28.0,16.09,2020-09-26 00:24:28.0,12.41
2020-09-26 06:24:46.0,8.11,2020-09-26 10:55:04.0,8.02,2020-09-26 03:54:36.0,12.72,2020-09-26 00:24:28.0,14.89,2020-09-26 00:54:28.0,16.09,2020-09-26 00:54:28.0,12.41
2020-09-26 06:54:46.0,8.12,2020-09-26 11:25:04.0,8.02,2020-09-26 04:24:36.0,12.72,2020-09-26 00:54:28.0,14.89,2020-09-26 01:24:28.0,16.09,2020-09-26 01:24:28.0,12.41
2020-09-26 07:24:46.0,8.12,2020-09-26 11:55:04.0,8.02,2020-09-26 04:54:46.0,12.72,2020-09-26 01:24:28.0,14.89,2020-09-26 01:54:36.0,16.1,2020-09-26 01:54:36.0,12.41
2020-09-26 07:54:56.0,8.13,2020-09-26 12:25:04.0,8.02,2020-09-26 05:24:46.0,12.73,2020-09-26 01:54:36.0,14.89,2020-09-26 02:24:36.0,16.09,2020-09-26 02:24:36.0,12.41
2020-09-26 08:24:56.0,8.12,2020-09-26 12:55:04.0,8.02,2020-09-26 05:54:46.0,12.72,2020-09-26 02:24:36.0,14.88,2020-09-26 02:54:36.0,16.1,2020-09-26 02:54:36.0,12.41
2020-09-26 08:54:56.0,8.13,2020-09-26 13:25:04.0,8.03,2020-09-26 06:24:46.0,12.72,2020-09-26 02:54:36.0,14.89,2020-09-26 03:24:36.0,16.1,2020-09-26 03:24:36.0,12.41
2020-09-26 09:24:56.0,8.13,2020-09-26 13:55:04.0,8.02,2020-09-26 06:54:46.0,12.73,2020-09-26 03:24:36.0,14.88,2020-09-26 03:54:36.0,16.1,2020-09-26 03:54:36.0,12.41
2020-09-26 09:54:56.0,8.13,2020-09-26 14:25:44.0,8.02,2020-09-26 07:24:46.0,12.72,2020-09-26 03:54:36.0,14.88,2020-09-26 04:24:36.0,16.1,2020-09-26 04:24:36.0,12.41
2020-09-26 10:24:56.0,8.13,2020-09-26 14:55:44.0,8.02,2020-09-26 07:54:56.0,12.73,2020-09-26 04:24:36.0,14.89,2020-09-26 04:54:46.0,16.11,2020-09-26 04:54:46.0,12.4
2020-09-26 10:55:04.0,8.13,2020-09-26 15:25:44.0,8.01,2020-09-26 08:24:56.0,12.73,2020-09-26 04:54:46.0,14.89,2020-09-26 05:24:46.0,16.1,2020-09-26 05:24:46.0,12.4
2020-09-26 11:25:04.0,8.14,2020-09-26 15:55:44.0,8.01,2020-09-26 08:54:56.0,12.73,2020-09-26 05:24:46.0,14.88,2020-09-26 05:54:46.0,16.1,2020-09-26 05:54:46.0,12.4
2020-09-26 11:55:04.0,8.14,2020-09-26 16:25:44.0,8,2020-09-26 09:24:56.0,12.73,2020-09-26 05:54:46.0,14.89,2020-09-26 06:24:46.0,16.12,2020-09-26 06:24:46.0,12.4
2020-09-26 12:25:04.0,8.14,2020-09-26 16:55:44.0,8,2020-09-26 09:54:56.0,12.74,2020-09-26 06:24:46.0,14.9,2020-09-26 06:54:46.0,16.12,2020-09-26 06:54:46.0,12.41
2020-09-26 12:55:04.0,8.14,2020-09-26 17:26:00.0,7.99,2020-09-26 10:24:56.0,12.74,2020-09-26 06:54:46.0,14.9,2020-09-26 07:24:46.0,16.13,2020-09-26 07:24:46.0,12.4
2020-09-26 13:25:04.0,8.14,2020-09-26 17:56:00.0,7.99,2020-09-26 10:55:04.0,12.74,2020-09-26 07:24:46.0,14.89,2020-09-26 07:54:56.0,16.15,2020-09-26 07:54:56.0,12.4
2020-09-26 13:55:04.0,8.13,2020-09-26 18:26:00.0,7.99,2020-09-26 11:25:04.0,12.75,2020-09-26 07:54:56.0,14.9,2020-09-26 08:24:56.0,16,2020-09-26 08:24:56.0,12.4
2020-09-26 14:25:44.0,8.12,2020-09-26 18:56:00.0,7.98,2020-09-26 11:55:04.0,12.75,2020-09-26 08:24:56.0,14.9,2020-09-26 08:54:56.0,16.05,2020-09-26 08:54:56.0,12.39
2020-09-26 14:55:44.0,8.12,2020-09-26 19:26:00.0,7.97,2020-09-26 12:25:04.0,12.75,2020-09-26 08:54:56.0,14.9,2020-09-26 09:24:56.0,16.07,2020-09-26 09:24:56.0,12.39
2020-09-26 15:25:44.0,8.11,2020-09-26 19:56:00.0,7.97,2020-09-26 12:55:04.0,12.75,2020-09-26 09:24:56.0,14.9,2020-09-26 09:54:56.0,16.13,2020-09-26 09:54:56.0,12.39
2020-09-26 15:55:44.0,8.1,2020-09-26 20:26:10.0,7.97,2020-09-26 13:25:04.0,12.75,2020-09-26 09:54:56.0,14.9,2020-09-26 10:24:56.0,16.28,2020-09-26 10:24:56.0,12.39
2020-09-26 16:25:44.0,8.08,2020-09-26 20:56:10.0,7.96,2020-09-26 13:55:04.0,12.75,2020-09-26 10:24:56.0,14.9,2020-09-26 10:55:04.0,16.26,2020-09-26 10:55:04.0,12.39
2020-09-26 16:55:44.0,8.07,2020-09-26 21:26:10.0,7.96,2020-09-26 14:25:44.0,12.75,2020-09-26 10:55:04.0,14.9,2020-09-26 11:25:04.0,16.22,2020-09-26 11:25:04.0,12.39
2020-09-26 17:26:00.0,8.06,2020-09-26 21:56:10.0,7.96,2020-09-26 14:55:44.0,12.75,2020-09-26 11:25:04.0,14.91,2020-09-26 11:55:04.0,16.2,2020-09-26 11:55:04.0,12.38
2020-09-26 17:56:00.0,8.05,2020-09-26 22:26:10.0,7.96,2020-09-26 15:25:44.0,12.75,2020-09-26 11:55:04.0,14.91,2020-09-26 12:25:04.0,16.27,2020-09-26 12:25:04.0,12.38
2020-09-26 18:26:00.0,8.05,2020-09-26 22:56:10.0,7.96,2020-09-26 15:55:44.0,12.74,2020-09-26 12:25:04.0,14.91,2020-09-26 12:55:04.0,16.24,2020-09-26 12:55:04.0,12.38
2020-09-26 18:56:00.0,8.05,2020-09-26 23:26:20.0,7.95,2020-09-26 16:25:44.0,12.74,2020-09-26 12:55:04.0,14.91,2020-09-26 13:25:04.0,16.23,2020-09-26 13:25:04.0,12.39
2020-09-26 19:26:00.0,8.04,2020-09-26 23:56:20.0,7.95,2020-09-26 16:55:44.0,12.73,2020-09-26 13:25:04.0,14.91,2020-09-26 13:55:04.0,16.07,2020-09-26 13:55:04.0,12.38
2020-09-26 19:56:00.0,8.04,2020-09-27 00:26:20.0,7.96,2020-09-26 17:26:00.0,12.73,2020-09-26 13:55:04.0,14.92,2020-09-26 14:25:44.0,16.26,2020-09-26 14:25:44.0,12.39
2020-09-26 20:26:10.0,8.04,2020-09-27 00:56:20.0,7.96,2020-09-26 17:56:00.0,12.72,2020-09-26 14:25:44.0,14.92,2020-09-26 14:55:44.0,16.16,2020-09-26 14:55:44.0,12.39
2020-09-26 20:56:10.0,8.05,2020-09-27 01:26:20.0,7.95,2020-09-26 18:26:00.0,12.71,2020-09-26 14:55:44.0,14.92,2020-09-26 15:25:44.0,16.26,2020-09-26 15:25:44.0,12.38
2020-09-26 21:26:10.0,8.05,2020-09-27 01:56:20.0,7.95,2020-09-26 18:56:00.0,12.7,2020-09-26 15:25:44.0,14.92,2020-09-26 15:55:44.0,16.12,2020-09-26 15:55:44.0,12.39
2020-09-26 21:56:10.0,8.05,2020-09-27 02:26:28.0,7.96,2020-09-26 19:26:00.0,12.7,2020-09-26 15:55:44.0,14.92,2020-09-26 16:25:44.0,16.08,2020-09-26 16:25:44.0,12.39
2020-09-26 22:26:10.0,8.06,2020-09-27 02:56:28.0,7.96,2020-09-26 19:56:00.0,12.7,2020-09-26 16:25:44.0,14.92,2020-09-26 16:55:44.0,16.14,2020-09-26 16:55:44.0,12.38
2020-09-26 22:56:10.0,8.06,2020-09-27 03:26:28.0,7.96,2020-09-26 20:26:10.0,12.69,2020-09-26 16:55:44.0,14.91,2020-09-26 17:26:00.0,16.19,2020-09-26 17:26:00.0,12.39
2020-09-26 23:26:20.0,8.07,2020-09-27 03:56:28.0,7.96,2020-09-26 20:56:10.0,12.68,2020-09-26 17:26:00.0,14.9,2020-09-26 17:56:00.0,16.2,2020-09-26 17:56:00.0,12.39
2020-09-26 23:56:20.0,8.07,2020-09-27 04:26:28.0,7.95,2020-09-26 21:26:10.0,12.67,2020-09-26 17:56:00.0,14.9,2020-09-26 18:26:00.0,16.24,2020-09-26 18:26:00.0,12.39
2020-09-27 00:26:20.0,8.07,2020-09-27 04:56:28.0,7.96,2020-09-26 21:56:10.0,12.67,2020-09-26 18:26:00.0,14.9,2020-09-26 18:56:00.0,16.1,2020-09-26 18:56:00.0,12.39
2020-09-27 00:56:20.0,8.08,2020-09-27 05:26:38.0,7.96,2020-09-26 22:26:10.0,12.67,2020-09-26 18:56:00.0,14.89,2020-09-26 19:26:00.0,15.99,2020-09-26 19:26:00.0,12.39
2020-09-27 01:26:20.0,8.09,2020-09-27 05:56:38.0,7.96,2020-09-26 22:56:10.0,12.66,2020-09-26 19:26:00.0,14.89,2020-09-26 19:56:00.0,15.97,2020-09-26 19:56:00.0,12.39
2020-09-27 01:56:20.0,8.09,2020-09-27 06:26:38.0,7.96,2020-09-26 23:26:20.0,12.66,2020-09-26 19:56:00.0,14.88,2020-09-26 20:26:10.0,15.99,2020-09-26 20:26:10.0,12.39
2020-09-27 02:26:28.0,8.1,2020-09-27 06:56:38.0,7.96,2020-09-26 23:56:20.0,12.66,2020-09-26 20:26:10.0,14.88,2020-09-26 20:56:10.0,15.99,2020-09-26 20:56:10.0,12.39
2020-09-27 02:56:28.0,8.1,2020-09-27 07:26:38.0,7.96,2020-09-27 00:26:20.0,12.65,2020-09-26 20:56:10.0,14.87,2020-09-26 21:26:10.0,15.98,2020-09-26 21:26:10.0,12.39
